% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.566115076e+07 +1.566115076e+07 +1.566094088e+07 +1.566094088e+07 -3.7732e+00 +4.7265e+00 +2.8197e+00 -2.8543e+00 -1.0790e+00 -1.0705e+00 +1.5407e+00 -1.4618e+00 -1.2655e+00 -3.9461e+00 +4.4642e+00 +4.3727e+00 +4.7162e+00 -4.2322e+00 +9.7529e-01 +4.8801e-02 -1.0134e+00 -4.2770e+00 -4.0805e+00 +8.6105e-01
43 +5.220938943e+06 +5.220938943e+06 +5.220729063e+06 +5.220729063e+06 -3.7732e+00 +4.7265e+00 +2.8197e+00 -2.8543e+00 -1.0789e+00 -1.0701e+00 +1.5409e+00 -1.4611e+00 -1.2654e+00 -3.9371e+00 +4.4509e+00 +4.3614e+00 +4.7140e+00 -4.1498e+00 +8.4601e-01 -4.9093e-01 -1.7289e+00 -1.0517e+00 -2.2717e+00 +2.3026e+00
64 +2.216809424e+06 +2.216809424e+06 +2.216599544e+06 +2.216599544e+06 -3.7732e+00 +4.7265e+00 +2.8197e+00 -2.8542e+00 -1.0788e+00 -1.0697e+00 +1.5410e+00 -1.4604e+00 -1.2652e+00 -3.9263e+00 +4.4350e+00 +4.3478e+00 +4.7114e+00 -4.0538e+00 +6.7277e-01 -1.0383e+00 -2.1862e+00 +2.0526e+00 -1.2645e+00 +2.5760e+00
85 +1.212328969e+06 +1.212328969e+06 +1.212119089e+06 +1.212119089e+06 -3.7732e+00 +4.7265e+00 +2.8197e+00 -2.8541e+00 -1.0787e+00 -1.0695e+00 +1.5411e+00 -1.4600e+00 -1.2651e+00 -3.9210e+00 +4.4273e+00 +4.3412e+00 +4.7102e+00 -4.0092e+00 +5.7018e-01 -1.2257e+00 -2.3894e+00 +2.9654e+00 -1.6998e+00 +2.4222e+00
106 +7.646022077e+05 +7.646022077e+05 +7.643923277e+05 +7.643923277e+05 -3.7732e+00 +4.7264e+00 +2.8197e+00 -2.8540e+00 -1.0786e+00 -1.0692e+00 +1.5412e+00 -1.4595e+00 -1.2650e+00 -3.9135e+00 +4.4162e+00 +4.3317e+00 +4.7084e+00 -3.9481e+00 +4.0655e-01 -1.4535e+00 -2.5615e+00 +3.6462e+00 -2.2000e+00 +1.6838e+00
148 +4.950719891e+05 +4.950719891e+05 +4.948621091e+05 +4.948621091e+05 -3.7732e+00 +4.7264e+00 +2.8197e+00 -2.8540e+00 -1.0785e+00 -1.0690e+00 +1.5413e+00 -1.4590e+00 -1.2649e+00 -3.9075e+00 +4.4075e+00 +4.3242e+00 +4.7071e+00 -3.9053e+00 +2.7688e-01 -1.6937e+00 -2.6584e+00 +3.0178e+00 -2.3521e+00 +1.8050e+00
190 +3.924735309e+05 +3.924735309e+05 +3.922636509e+05 +3.922636509e+05 -3.7732e+00 +4.7264e+00 +2.8197e+00 -2.8538e+00 -1.0782e+00 -1.0680e+00 +1.5417e+00 -1.4573e+00 -1.2646e+00 -3.8833e+00 +4.3725e+00 +4.2939e+00 +4.7017e+00 -3.7273e+00 -1.8157e-01 -2.7428e+00 -3.0824e+00 +2.6552e+00 -2.4211e+00 +2.2318e+00
232 +2.377930613e+05 +2.377930613e+05 +2.375831813e+05 +2.375831813e+05 -3.7732e+00 +4.7263e+00 +2.8197e+00 -2.8537e+00 -1.0780e+00 -1.0677e+00 +1.5418e+00 -1.4567e+00 -1.2645e+00 -3.8746e+00 +4.3601e+00 +4.2830e+00 +4.6998e+00 -3.6708e+00 -2.3808e-01 -2.8811e+00 -3.1189e+00 +3.2106e+00 -2.5167e+00 +1.8581e+00
358 +1.451199933e+05 +1.451199933e+05 +1.449101133e+05 +1.449101133e+05 -3.7731e+00 +4.7262e+00 +2.8198e+00 -2.8531e+00 -1.0771e+00 -1.0651e+00 +1.5429e+00 -1.4520e+00 -1.2635e+00 -3.8104e+00 +4.2693e+00 +4.2017e+00 +4.6862e+00 -3.2806e+00 -9.2028e-01 -3.6982e+00 -3.3147e+00 +2.9897e+00 -2.2729e+00 +1.9877e+00
484 +9.986590079e+04 +9.986590079e+04 +9.965602079e+04 +9.965602079e+04 -3.7730e+00 +4.7259e+00 +2.8199e+00 -2.8520e+00 -1.0755e+00 -1.0606e+00 +1.5447e+00 -1.4436e+00 -1.2618e+00 -3.6974e+00 +4.1181e+00 +4.0474e+00 +4.6618e+00 -2.6698e+00 -1.5117e+00 -4.0151e+00 -2.9909e+00 +3.2177e+00 -2.3951e+00 +1.8539e+00
694 +5.751821544e+04 +5.751821544e+04 +5.730833544e+04 +5.730833544e+04 -3.7727e+00 +4.7254e+00 +2.8200e+00 -2.8499e+00 -1.0723e+00 -1.0515e+00 +1.5483e+00 -1.4268e+00 -1.2584e+00 -3.4802e+00 +3.8625e+00 +3.6535e+00 +4.5933e+00 -1.6694e+00 -1.7643e+00 -3.7175e+00 -3.0089e+00 +3.0523e+00 -2.3432e+00 +1.9513e+00
