% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.459671576e+01 +8.459671576e+01 -9.154032842e+02 -9.154032842e+02 +3.4337e+00 -7.5982e-01 +2.6621e+00 +1.0176e+00 +1.2639e+00 -1.1951e+00 +2.5784e+00 +3.6278e+00 +1.5562e+00 +3.3620e+00 +2.0007e+00 -1.2899e+00 -7.1731e-03 -1.6253e+00 +1.3356e+00 -1.3030e+00 -2.9772e+00 +4.9186e+00 +2.6388e+00 +2.7145e+00
127 +6.278281479e+01 +6.278281479e+01 -9.372171852e+02 -9.372171852e+02 -4.7008e-01 -1.7614e+00 +4.2768e+00 +1.3167e+00 -2.8967e-01 -1.2820e+00 +2.0296e+00 +2.8854e+00 -1.0359e+00 +1.0881e+00 +2.8308e+00 -3.7477e+00 -1.3481e+00 -1.8610e+00 -7.9925e-01 -3.5887e+00 -2.7602e+00 +4.2367e+00 -6.6298e-02 +3.6958e+00
232 +2.663790193e+01 +2.663790193e+01 -9.733620981e+02 -9.733620981e+02 -1.5728e+00 -2.3961e+00 +4.1493e+00 -5.2023e-01 +7.0976e-01 -2.0589e+00 +1.9832e+00 +1.5410e+00 -4.2365e-01 +1.4167e+00 +2.2135e+00 -3.5110e+00 -2.0385e+00 -1.0450e+00 -1.8499e+00 -3.6356e+00 -4.2377e+00 +2.6048e+00 -2.8160e-02 +3.8017e+00
253 +2.375151632e+01 +2.375151632e+01 -9.762484837e+02 -9.762484837e+02 -1.6770e+00 -2.5941e+00 +3.8579e+00 -7.0757e-01 +5.9072e-01 -1.8142e+00 +2.3704e+00 +1.5021e+00 -1.5574e-01 +1.9125e+00 +2.4851e+00 -3.5813e+00 -2.2501e+00 -1.0015e+00 -2.2100e+00 -3.7887e+00 -4.5129e+00 +2.3955e+00 -3.1503e-01 +3.8408e+00
1177 +1.375788463e+01 +1.375788463e+01 -9.862421154e+02 -9.862421154e+02 +1.8938e+00 -3.5303e+00 -4.8524e-01 +3.0606e+00 -3.4834e+00 -1.3824e+00 -3.2194e+00 +4.7273e+00 +2.8270e+00 -5.9161e-01 -3.9665e+00 +4.5298e-01 -1.6532e+00 -2.4762e+00 +8.2889e-02 -1.9813e+00 +3.4659e+00 +1.5382e+00 +3.3409e+00 +1.8138e-01
1198 +9.441208500e+00 +9.441208500e+00 -9.905587915e+02 -9.905587915e+02 +1.8417e+00 -3.4595e+00 -2.4203e-01 +3.6120e+00 -4.0703e+00 -1.0860e+00 -3.4459e+00 +4.9482e+00 +2.8483e+00 -7.1364e-01 -3.9759e+00 +6.9586e-01 -1.8018e+00 -2.4430e+00 -1.7654e-01 -2.0293e+00 +3.5653e+00 +1.7914e+00 +3.1843e+00 +4.7059e-01
1282 +4.754511544e+00 +4.754511544e+00 -9.952454885e+02 -9.952454885e+02 +1.6577e+00 -2.5517e+00 +5.8270e-01 +3.7451e+00 -4.8644e+00 -1.0225e+00 -3.1839e+00 +4.9726e+00 +3.1907e+00 -8.3262e-01 -3.2232e+00 +1.6819e+00 -2.4312e+00 -2.3750e+00 -4.1057e-01 -1.1501e+00 +3.6429e+00 +2.1351e+00 +3.1066e+00 +1.6764e+00
1303 +3.387422963e+00 +3.387422963e+00 -9.966125770e+02 -9.966125770e+02 +1.7617e+00 -2.5341e+00 +6.5993e-01 +3.7997e+00 -4.8996e+00 -1.0374e+00 -2.9940e+00 +4.8902e+00 +3.3049e+00 -7.5568e-01 -3.1672e+00 +1.5180e+00 -2.2341e+00 -2.4295e+00 -4.1905e-01 -1.2458e+00 +3.6380e+00 +2.1936e+00 +3.2058e+00 +1.6093e+00
1345 +2.131210943e+00 +2.131210943e+00 -9.978687891e+02 -9.978687891e+02 +1.7629e+00 -2.3278e+00 +9.1488e-01 +3.7418e+00 -4.8310e+00 -7.8735e-01 -2.7530e+00 +4.6258e+00 +3.3749e+00 -7.4051e-01 -3.2052e+00 +1.6937e+00 -2.3188e+00 -2.3309e+00 -3.6729e-01 -1.0340e+00 +3.5147e+00 +2.3670e+00 +3.4479e+00 +1.8080e+00
1450 +1.563826902e+00 +1.563826902e+00 -9.984361731e+02 -9.984361731e+02 +1.7843e+00 -1.8619e+00 +1.4963e+00 +3.7560e+00 -4.7968e+00 +2.6328e-03 -2.2706e+00 +3.9406e+00 +3.5545e+00 -7.8182e-01 -3.3666e+00 +2.1591e+00 -2.5589e+00 -2.1241e+00 -3.2098e-01 -5.7226e-01 +3.2421e+00 +2.9513e+00 +4.0469e+00 +2.3367e+00
1555 +9.841190495e-01 +9.841190495e-01 -9.990158810e+02 -9.990158810e+02 +1.8565e+00 -1.7698e+00 +1.2680e+00 +3.8041e+00 -4.8441e+00 +3.2831e-01 -2.2320e+00 +3.6473e+00 +3.7332e+00 -9.4317e-01 -3.3144e+00 +2.2325e+00 -2.6864e+00 -2.2941e+00 -4.8865e-01 -4.1745e-01 +3.2771e+00 +3.3759e+00 +4.1588e+00 +2.5106e+00
99457 +5.518467074e-01 +5.518467074e-01 -9.994481533e+02 -9.994481533e+02 +1.8915e+00 +6.6668e-01 +2.1550e+00 +1.5215e+00 +1.2141e+00 -5.8416e-01 -3.0440e+00 +5.9996e-01 +4.3074e+00 +2.7209e+00 +1.0171e+00 +4.6379e-01 -2.6503e+00 -2.8103e+00 +3.1499e+00 +1.2280e+00 +1.9386e+00 -3.8163e+00 +3.6040e+00 +6.3640e-01
99646 +3.331252377e-01 +3.331252377e-01 -9.996668748e+02 -9.996668748e+02 +2.0603e+00 +9.7291e-01 +2.8171e+00 +1.5941e+00 +1.1431e+00 -1.0353e+00 -2.9890e+00 +2.4092e-01 +3.8731e+00 +1.4439e+00 +7.0784e-01 +1.1673e+00 -2.9857e+00 -2.3412e+00 +3.1073e+00 +1.4219e+00 +2.1521e+00 -3.3358e+00 +3.0107e+00 -1.5939e-01
99688 +2.369460367e-01 +2.369460367e-01 -9.997630540e+02 -9.997630540e+02 +2.0715e+00 +1.0092e+00 +2.9938e+00 +1.5565e+00 +1.0792e+00 -1.0778e+00 -2.9557e+00 +1.7091e-01 +3.7273e+00 +1.1778e+00 +5.6442e-01 +1.3654e+00 -3.0021e+00 -2.2609e+00 +3.0449e+00 +1.5566e+00 +2.2531e+00 -3.1620e+00 +2.9440e+00 -3.0004e-01
99772 +1.530873128e-01 +1.530873128e-01 -9.998469127e+02 -9.998469127e+02 +1.9674e+00 +9.1221e-01 +2.9397e+00 +1.4816e+00 +1.0207e+00 -9.7537e-01 -2.9418e+00 +2.6585e-01 +3.6904e+00 +1.3449e+00 +4.6721e-01 +1.3100e+00 -2.9022e+00 -2.2783e+00 +2.9586e+00 +1.6925e+00 +2.2790e+00 -3.1551e+00 +3.0031e+00 -2.3620e-01
100087 +9.345637032e-02 +9.345637032e-02 -9.999065436e+02 -9.999065436e+02 +1.5881e+00 +9.7892e-01 +3.0945e+00 +1.2028e+00 +4.5067e-01 -1.1988e+00 -2.9196e+00 +1.8090e-01 +3.4290e+00 +1.0012e+00 -7.6578e-03 +1.5964e+00 -2.9164e+00 -1.6436e+00 +2.7568e+00 +1.9635e+00 +2.3735e+00 -2.9967e+00 +2.6457e+00 -7.3558e-01
100171 +5.099658606e-02 +5.099658606e-02 -9.999490034e+02 -9.999490034e+02 +1.5297e+00 +1.0099e+00 +2.9962e+00 +9.6546e-01 +1.0335e-01 -1.3613e+00 -2.8756e+00 +2.6462e-02 +3.4866e+00 +9.2323e-01 +1.4643e-01 +1.6498e+00 -2.9143e+00 -1.3396e+00 +2.7662e+00 +1.9074e+00 +2.4317e+00 -2.9666e+00 +2.6600e+00 -7.6680e-01
100192 +3.941476959e-02 +3.941476959e-02 -9.999605852e+02 -9.999605852e+02 +1.4931e+00 +1.0010e+00 +2.9874e+00 +8.4747e-01 -6.1168e-02 -1.4337e+00 -2.8569e+00 -4.6683e-02 +3.4668e+00 +8.3825e-01 +1.3995e-01 +1.6901e+00 -2.9117e+00 -1.1746e+00 +2.7443e+00 +1.9494e+00 +2.4756e+00 -2.8979e+00 +2.6162e+00 -8.3338e-01
