% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.311735014e+02 +2.311735014e+02 +3.106535014e+02 +3.106535014e+02 -1.1470e+00 +1.8811e+00 -3.4127e+00 +4.8436e+00 -2.3833e+00 +2.1232e+00 -2.4360e+00 -2.4082e+00 -2.5043e+00 -3.4273e+00 -1.8751e+00 -4.6725e+00 -3.1600e-02 +2.7891e+00 -1.5874e+00 +4.3236e+00 -3.9951e+00 -1.6206e+00 -4.3685e+00 -4.5980e+00
43 +2.989963832e-10 +2.989963832e-10 +7.948000000e+01 +7.948000000e+01 +2.5279e-01 -1.1568e+00 -7.2400e-01 +1.9264e+00 -2.6808e+00 +4.3920e-01 -1.1680e-01 +1.2000e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6399e-02 +3.6472e+00 +2.9088e+00 -1.2480e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.814246788e+02 +2.814246788e+02 +6.759046788e+02 +6.759046788e+02 -7.4149e-01 +3.3698e-01 -4.9336e+00 -1.8649e+00 -4.9288e+00 +4.0833e+00 -1.2225e+00 -1.5158e+00 -1.4714e-01 -3.5427e+00 -2.0859e+00 +1.5901e+00 +2.5997e+00 +1.5893e+00 +1.2410e+00 -2.0476e+00 +9.1388e-01 -1.5809e+00 -1.0689e+00 -4.4147e+00
22 +2.066435410e+02 +2.066435410e+02 +6.011235410e+02 +6.011235410e+02 -1.1932e+00 -1.2486e-01 -4.7717e+00 -1.0392e+00 -4.1005e+00 +3.0833e+00 -5.5463e-01 -1.3848e+00 -2.5235e-01 -3.5703e+00 -1.5141e+00 +1.5444e+00 +2.4525e+00 +1.9015e+00 +5.1735e-01 -1.3310e+00 +3.6845e-01 -1.5539e+00 -9.0103e-01 -3.5995e+00
43 +9.011500879e-09 +9.011500879e-09 +3.944800000e+02 +3.944800000e+02 -3.8984e+00 -2.8904e+00 -3.8024e+00 +3.9056e+00 +8.5920e-01 -2.9048e+00 +3.4448e+00 -5.9998e-01 -8.8235e-01 -3.7352e+00 +1.9096e+00 +1.2704e+00 +1.5712e+00 +3.7712e+00 -3.8160e+00 +2.9600e+00 -2.8976e+00 -1.3928e+00 +1.0402e-01 +1.2824e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.126338273e+02 +3.126338273e+02 +6.552382733e+01 +6.552382733e+01 -2.4118e+00 +6.0825e-01 +3.5617e+00 +1.0652e+00 -7.0154e-01 -1.5304e+00 +4.8376e-01 +3.6491e+00 +7.5841e-01 -1.6757e+00 +3.8160e+00 -4.7783e+00 +2.1906e+00 -1.3547e+00 -3.2055e+00 -3.0954e+00 -3.1016e+00 -3.4880e+00 +3.1745e+00 +2.4173e+00
22 +2.354451254e+02 +2.354451254e+02 -1.166487456e+01 -1.166487456e+01 -2.5951e+00 +5.5471e-01 +2.9995e+00 +4.3646e-01 -1.0185e+00 -1.0219e+00 +8.4545e-01 +2.6491e+00 +6.4875e-01 -1.0811e+00 +3.6196e+00 -3.9636e+00 +2.2742e+00 -1.0595e+00 -2.2565e+00 -2.6107e+00 -2.3023e+00 -3.0480e+00 +3.0494e+00 +2.1353e+00
43 +1.412530537e-09 +1.412530537e-09 -2.471100000e+02 -2.471100000e+02 -3.7984e+00 +2.0321e-01 -6.9119e-01 -3.6912e+00 -3.0992e+00 +2.3168e+00 +3.2200e+00 -3.9160e+00 -7.1185e-02 +2.8224e+00 +2.3304e+00 +1.3848e+00 +2.8232e+00 +8.7840e-01 +3.9736e+00 +5.7120e-01 +2.9448e+00 -1.5920e-01 +2.2280e+00 +2.8400e-01
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.966711550e+02 +2.966711550e+02 +1.446311550e+02 +1.446311550e+02 -4.4806e-03 +1.5690e+00 +4.1221e+00 -1.6721e+00 -6.6126e-01 +3.7573e+00 -2.8183e+00 +3.1858e+00 -4.6363e-01 +8.7364e-01 -2.8746e+00 +4.5016e+00 +2.9079e+00 +3.2197e+00 +1.8382e+00 -1.7550e+00 -3.3476e+00 +1.7229e+00 -3.3538e+00 +2.6957e+00
22 +2.275172515e+02 +2.275172515e+02 +7.547725152e+01 +7.547725152e+01 -3.7129e-02 +1.5510e+00 +3.1221e+00 -1.0547e+00 -2.7845e-01 +3.3091e+00 -2.5772e+00 +2.7028e+00 -2.1961e-01 +1.1976e+00 -2.6222e+00 +3.6139e+00 +2.0608e+00 +3.3034e+00 +1.6451e+00 -1.3832e+00 -2.6768e+00 +1.5460e+00 -2.9822e+00 +2.8517e+00
43 +2.653735010e-10 +2.653735010e-10 -1.520400000e+02 -1.520400000e+02 -2.6721e-01 +1.4240e+00 -3.9248e+00 +3.2968e+00 +2.4192e+00 +1.5040e-01 -8.7840e-01 -7.0080e-01 +1.5000e+00 +3.4808e+00 -8.4400e-01 -2.6416e+00 -3.9088e+00 +3.8936e+00 +2.8400e-01 +1.2368e+00 +2.0504e+00 +2.9920e-01 -3.6400e-01 +3.9512e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.865225029e+02 +1.865225029e+02 +1.612725029e+02 +1.612725029e+02 -3.4765e+00 -1.0199e+00 +5.2148e-01 -1.6352e+00 +4.7453e+00 -3.4130e+00 +2.1025e+00 -3.9844e+00 -1.6279e+00 -3.5475e+00 +9.7512e-01 -6.6657e-01 -5.4340e-01 -3.0887e+00 -3.3874e+00 +3.6468e+00 -2.8142e+00 +8.5965e-01 -1.8471e+00 -3.7101e+00
22 +1.376233319e+02 +1.376233319e+02 +1.123733319e+02 +1.123733319e+02 -2.4765e+00 -7.8650e-01 +2.4746e-01 -1.7082e+00 +4.5411e+00 -2.9460e+00 +1.4569e+00 -3.6785e+00 -1.2132e+00 -3.4241e+00 +1.2102e+00 -4.1462e-01 -8.2926e-01 -2.6471e+00 -2.6219e+00 +3.1769e+00 -2.5063e+00 +5.5396e-01 -1.5358e+00 -3.3498e+00
43 +7.011990988e-11 +7.011990988e-11 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3520e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0160e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2402e-02 +2.0408e+00 +3.1440e-01 -6.3120e-01 -1.3080e+00 +3.6080e-01 -1.1552e+00
% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
