% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.048137413e+03 +3.048137413e+03 +2.586047413e+03 +2.586047413e+03 +2.8588e+00 -3.6316e+00 -1.4140e+00 -3.7879e+00 +3.0856e+00 +1.5545e+00 -4.1128e+00 -1.5359e+00 +3.5804e+00 -1.3079e+00 +4.3733e+00 +1.3630e+00 +2.9769e+00 -1.0742e+00 -2.5486e-01 +2.2778e+00 -4.1173e+00 +2.1845e+00 +1.1333e+00 +4.8638e+00
64 +2.364572522e+03 +2.364572522e+03 +1.902482522e+03 +1.902482522e+03 +2.6339e+00 -3.6094e+00 -1.2158e+00 -3.5660e+00 +3.1620e+00 +1.3149e+00 -3.9852e+00 -1.1356e+00 +4.0404e+00 -1.5064e+00 +2.0806e+00 +9.3026e-02 +2.6580e+00 -1.7553e+00 -2.2736e-01 +1.1990e+00 -4.0274e+00 +2.0989e+00 +1.8346e+00 +5.5946e+00
1198 +1.464441320e+03 +1.464441320e+03 +1.002351320e+03 +1.002351320e+03 +3.8315e+00 +4.1541e+00 +1.1929e+00 -1.8550e+00 -3.9566e-01 -1.5025e+00 +2.0543e+00 -2.8342e+00 +2.6519e+00 -2.8479e+00 +1.7003e+00 +1.7318e+00 -3.1609e+00 +1.7031e+00 +9.3179e-01 -1.1499e+00 +2.4562e+00 +3.6960e+00 +3.5495e-01 -4.0558e-01
1261 +9.320657743e+02 +9.320657743e+02 +4.699757743e+02 +4.699757743e+02 +3.0724e+00 +4.5640e+00 +1.8110e+00 -1.8095e+00 +2.1616e-01 -1.5088e+00 +1.6297e+00 -2.6501e+00 +1.9653e+00 -2.9619e+00 +6.5517e-01 +4.8609e-01 -2.7610e+00 -5.6630e-01 +9.4119e-02 -1.5747e+00 +2.4536e+00 +4.2603e+00 -6.1622e-01 -4.2555e-01
2605 +6.223628224e+02 +6.223628224e+02 +1.602728224e+02 +1.602728224e+02 -1.6179e+00 +1.3702e+00 +4.6030e+00 +3.0333e+00 -2.4386e+00 -2.6099e+00 -4.0678e+00 +3.3485e+00 +1.7636e+00 -1.5109e+00 -7.8289e-02 -3.2825e+00 -4.4407e+00 -1.1842e+00 -2.5668e-01 -9.4586e-01 -6.8959e-01 -9.9372e-01 -3.1389e+00 +3.9652e-01
12412 +3.922403424e+02 +3.922403424e+02 -6.984965757e+01 -6.984965757e+01 -4.2969e+00 +3.3982e+00 -6.0094e-01 +4.0129e+00 +3.1445e+00 +7.4604e-01 +3.7948e+00 +2.5930e+00 +1.8046e+00 -4.5601e+00 -4.6823e-01 -1.3516e+00 +1.1752e+00 -1.9879e+00 -4.0802e+00 -2.4373e+00 -7.3125e-01 -9.3803e-01 -3.5772e+00 +1.1042e+00
78226 +2.384075087e+02 +2.384075087e+02 -2.236824913e+02 -2.236824913e+02 -1.3535e+00 +3.2685e+00 +4.0484e+00 -1.8428e+00 -8.9909e-01 -2.1980e+00 +3.2022e+00 +4.4085e-02 +2.5060e+00 +6.7014e-01 -2.0551e+00 -4.3197e+00 -2.4630e+00 -1.1772e+00 -2.2609e+00 -5.9185e+00 +9.9721e-02 +7.6941e-01 -2.1100e+00 +2.4163e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.197044760e+03 +5.197044760e+03 +5.274704760e+03 +5.274704760e+03 -1.1014e+00 -1.3050e+00 +1.8695e+00 +9.2707e-01 +2.6483e+00 +1.5989e+00 -2.6568e+00 +4.5556e+00 +1.4215e+00 -4.1971e+00 -2.3655e-01 +1.8334e+00 -2.6598e+00 -2.4942e+00 +2.8392e+00 +2.6444e+00 -4.8196e+00 -2.5599e+00 +1.1142e+00 +3.2955e+00
22 +2.928217564e+03 +2.928217564e+03 +3.005877564e+03 +3.005877564e+03 -1.0962e+00 -1.3030e+00 +1.8799e+00 +9.0806e-01 +2.6398e+00 +1.5457e+00 -2.6721e+00 +4.5591e+00 +1.3939e+00 -4.2196e+00 -2.7158e-01 +1.7822e+00 -2.6615e+00 -2.5337e+00 +2.6164e+00 +2.6664e+00 -4.8358e+00 -2.5700e+00 +1.1728e+00 +2.2955e+00
43 +2.100536250e+03 +2.100536250e+03 +2.178196250e+03 +2.178196250e+03 -1.0827e+00 -1.2982e+00 +1.9059e+00 +8.6808e-01 +2.6141e+00 +1.5015e+00 -2.7150e+00 +4.5719e+00 +1.3143e+00 -4.2859e+00 -3.3722e-01 +1.7272e+00 -2.6627e+00 -2.5284e+00 +2.0722e+00 +2.7089e+00 -4.8502e+00 -2.6192e+00 +1.2679e+00 +1.6835e+00
64 +8.395929263e+02 +8.395929263e+02 +9.172529263e+02 +9.172529263e+02 -8.7413e-01 -1.2250e+00 +2.3009e+00 +3.2168e-01 +2.1757e+00 +1.2032e+00 -3.3884e+00 +4.8177e+00 +2.2513e-01 -5.2478e+00 -1.0456e+00 +1.1303e+00 -2.6721e+00 -2.4702e+00 -3.6758e+00 +3.2655e+00 -4.9755e+00 -3.4050e+00 +1.9566e+00 -7.5436e+00
232 +6.125519612e+02 +6.125519612e+02 +6.902119612e+02 +6.902119612e+02 -3.5399e-01 -7.3773e-01 +1.5737e+00 +5.4635e-01 +2.9541e+00 +7.1257e-01 -3.6016e+00 +4.4147e+00 +6.7602e-01 -5.5635e+00 +3.8782e-01 +1.1571e+00 -2.6492e+00 -2.4301e+00 -7.6273e-01 +1.3504e+00 -4.4397e+00 -3.3384e+00 +1.4091e+00 -2.6333e+00
16570 +3.798865454e+02 +3.798865454e+02 +4.575465454e+02 +4.575465454e+02 +5.1841e-01 +1.1725e-01 -2.1646e+00 +1.6983e+00 -4.2034e+00 -4.1514e+00 -8.0880e-01 -6.0376e-01 +1.8727e+00 -9.5804e-01 +2.9074e+00 +1.5564e+00 +2.9776e+00 -1.0864e+00 -5.0770e+00 +3.3938e+00 -3.0501e+00 -4.4142e+00 +3.8813e+00 -4.6352e+00
82111 +2.461902870e+02 +2.461902870e+02 +3.238502870e+02 +3.238502870e+02 +4.9608e-01 -7.9758e-01 -1.2486e+00 +9.0819e-01 -8.3757e-01 -1.9469e+00 -7.4868e-01 -6.7737e-01 -1.5750e+00 -3.8373e+00 +3.5728e+00 +2.0386e+00 +2.9345e-01 +5.7523e-01 -2.5617e+00 +9.3641e-01 -2.0934e+00 -4.3490e+00 +2.1921e+00 -5.3307e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.979276151e+03 +1.979276151e+03 +2.094956151e+03 +2.094956151e+03 -2.9263e+00 -4.1327e+00 -5.2986e-02 +3.7320e+00 -1.8389e+00 -2.0290e+00 +3.7714e+00 -4.4052e+00 -2.7535e+00 +3.3880e+00 -2.2188e+00 -2.6134e+00 +2.1760e+00 +2.6087e+00 +2.6808e+00 +4.1565e+00 -3.8050e+00 +2.4614e+00 +4.3970e+00 -1.1574e+00
43 +1.483909298e+03 +1.483909298e+03 +1.599589298e+03 +1.599589298e+03 -3.3177e+00 -3.6810e+00 +4.1948e-01 +3.9301e+00 -2.2553e+00 -1.6889e+00 +3.8949e+00 -4.7085e+00 -3.5806e+00 +2.4300e+00 -2.5497e+00 -3.0591e+00 +1.9564e+00 +3.3920e+00 +5.6396e-01 +2.0388e+00 -4.6657e+00 +3.9391e+00 +5.8883e+00 -1.9735e+00
232 +9.583112674e+02 +9.583112674e+02 +1.073991267e+03 +1.073991267e+03 -2.4542e+00 -4.1268e+00 -1.4174e-01 +4.4267e+00 -1.8443e+00 -1.7445e+00 +1.1290e+00 -3.0060e+00 -2.8766e+00 +2.3798e+00 -2.4582e+00 -2.0326e+00 +1.3580e+00 +4.0189e+00 -1.4621e+00 +4.5584e-01 -2.6769e+00 +3.3481e+00 +1.1899e+00 -1.6514e+00
2815 +5.496680184e+02 +5.496680184e+02 +6.653480184e+02 +6.653480184e+02 -3.6002e+00 -4.9824e-01 -1.7579e+00 +3.1131e+00 +1.7656e+00 -3.4182e+00 -4.1090e+00 +6.8537e-01 -3.4211e+00 -2.2160e+00 -9.5690e-01 -5.2641e+00 -1.1869e+00 -2.2215e+00 -1.4133e+00 +1.3023e+00 +7.8613e-01 +1.2216e+00 +3.1731e+00 -3.9342e-01
2941 +3.953860239e+02 +3.953860239e+02 +5.110660239e+02 +5.110660239e+02 -3.8388e+00 -6.3444e-01 -1.3698e+00 +3.0873e+00 +1.7682e+00 -3.2413e+00 -4.2671e+00 +5.1786e-01 -3.3325e+00 -2.5618e+00 -1.1173e+00 -5.3173e+00 -1.3415e+00 -2.0746e+00 -2.0162e+00 +1.2735e+00 +6.9780e-01 +2.2493e+00 +2.6743e+00 +6.0282e-01
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.397160905e+03 +3.397160905e+03 +3.393450905e+03 +3.393450905e+03 -2.9741e+00 -1.1122e+00 +2.3240e+00 +7.0697e-01 -3.1889e+00 +2.0822e+00 +1.6549e+00 +1.3628e+00 +3.4000e+00 +4.1439e+00 +2.0770e+00 -3.4757e+00 +1.2873e+00 -2.4864e+00 -4.4124e+00 +4.2906e+00 +3.4179e+00 +4.4423e+00 +2.7431e+00 -4.5111e+00
22 +2.335507183e+03 +2.335507183e+03 +2.331797183e+03 +2.331797183e+03 -3.0050e+00 -1.1512e+00 +2.3869e+00 +6.5437e-01 -3.2114e+00 +2.1339e+00 +1.6383e+00 +1.4326e+00 +3.1544e+00 +3.9765e+00 +2.1494e+00 -3.5041e+00 +1.2281e+00 -2.4960e+00 -4.2997e+00 +3.2906e+00 +3.5048e+00 +4.2198e+00 +2.9098e+00 -4.4434e+00
43 +7.443734826e+02 +7.443734826e+02 +7.406634826e+02 +7.406634826e+02 -3.2836e+00 -1.5023e+00 +2.9535e+00 +1.8103e-01 -3.4142e+00 +2.5995e+00 +1.4890e+00 +2.0602e+00 +9.4402e-01 +2.4692e+00 +2.8009e+00 -3.7598e+00 +6.9528e-01 -2.5821e+00 -3.2852e+00 -5.7094e+00 +4.2875e+00 +2.2168e+00 +4.4101e+00 -3.8339e+00
421 +6.263332639e+02 +6.263332639e+02 +6.226232639e+02 +6.226232639e+02 -3.1547e+00 -1.3313e+00 +2.6314e+00 +5.8603e-01 -3.5285e+00 +2.8671e+00 +1.3817e+00 +2.6254e+00 +8.4337e-01 +2.4171e+00 +2.6920e+00 -3.6324e+00 +6.2703e-01 -2.6733e+00 -3.3229e+00 -5.7399e+00 +4.2907e+00 +2.3377e+00 +4.2124e+00 -3.8975e+00
13777 +3.969914915e+02 +3.969914915e+02 +3.932814915e+02 +3.932814915e+02 +2.1131e+00 +3.9052e-01 -9.5251e-01 -2.2485e-01 -1.5845e+00 -1.6411e+00 -1.9103e+00 +2.5012e-01 -2.3152e+00 -2.8101e+00 -5.8809e-01 -2.0123e+00 +3.1218e+00 -1.7287e+00 -1.6334e+00 -5.7628e+00 +4.0832e-01 +2.3135e+00 +2.8248e+00 -4.3936e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
