% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.960563152e+03 +2.960563152e+03 +3.053503152e+03 +3.053503152e+03 -1.4423e+00 +2.4382e+00 +6.8860e-01 -4.4032e+00 -3.7926e+00 -2.2971e+00 -2.3835e+00 -3.3328e-01 +2.6941e+00 +2.1250e-01
12 +1.710186417e+03 +1.710186417e+03 +1.803126417e+03 +1.803126417e+03 +3.0561e+00 +8.3662e-01 -2.3357e+00 +4.8728e+00 -4.9511e+00 -5.1148e-01 +4.5008e+00 +2.7322e+00 +4.8414e+00 -1.2618e+00
34 +1.038984412e+03 +1.038984412e+03 +1.131924412e+03 +1.131924412e+03 +9.5438e-01 -2.8375e+00 +2.4697e+00 +7.5915e-01 -2.1226e+00 +3.1665e+00 -1.4524e+00 +3.6272e+00 -2.0946e+00 +2.4812e+00
45 +9.606307576e+02 +9.606307576e+02 +1.053570758e+03 +1.053570758e+03 +3.7654e+00 +2.8596e+00 -2.2442e+00 -2.4096e+00 +8.4968e-01 +2.8877e+00 -2.8954e+00 +9.4750e-01 -8.1335e-01 +8.1922e-01
166 +4.300232877e+02 +4.300232877e+02 +5.229632877e+02 +5.229632877e+02 -1.0792e+00 -3.3541e+00 +4.7029e+00 +1.5773e+00 +1.0948e+00 +3.3943e+00 +5.2146e-01 +2.3140e-01 +1.7309e+00 +2.2377e+00
452 +3.251189523e+02 +3.251189523e+02 +4.180589523e+02 +4.180589523e+02 +4.1046e+00 -2.2486e+00 +4.6543e-01 +4.0945e+00 +1.9217e+00 +7.5414e-01 +4.8972e+00 -1.0660e+00 -6.3123e-01 -3.7614e+00
1079 +2.368864058e+02 +2.368864058e+02 +3.298264058e+02 +3.298264058e+02 -3.6953e-01 +3.3133e+00 -1.5990e+00 +1.2586e+00 +6.4228e-01 +3.2697e+00 +2.2127e+00 -4.1081e+00 +3.6395e+00 -2.7795e+00
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.234727004e+03 +2.234727004e+03 +2.270077004e+03 +2.270077004e+03 +3.3587e+00 -2.5010e+00 -3.1616e+00 -3.1703e+00 +3.0143e+00 -6.4109e-01 +2.6886e+00 -2.6258e+00 -4.9877e+00 +2.8286e+00
12 +4.859474987e+02 +4.859474987e+02 +5.212974987e+02 +5.212974987e+02 -1.6833e+00 +1.5618e+00 +1.7164e+00 +3.6829e+00 -3.9346e+00 -1.3419e+00 -1.8781e-01 -4.8235e+00 -9.5594e-01 +6.1004e-01
144 +3.162560544e+02 +3.162560544e+02 +3.516060544e+02 +3.516060544e+02 +4.9889e+00 +2.7706e+00 +2.0761e+00 +1.8309e+00 +1.3724e+00 -3.3448e+00 +8.4698e-01 -3.5214e+00 +4.5196e+00 +4.5779e+00
