% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1.000000000000e+003) | measured fitness | best measured fitness | x1 | x2...
1 0 +8.488011281e+001 +8.488011281e+001 -9.151198872e+002 -9.151198872e+002 +1.7368e+000 -1.2848e+000 -1.9502e-001 +8.1135e-003 +8.6227e-001 -6.7972e-001 +3.0623e-002 -2.4592e-002 -1.1397e+000 -9.6783e-002 -1.0603e+000 -1.1861e+000 -6.1967e-001 -2.2028e+000 -1.6435e+000 +1.8242e-001 -1.5218e-001 -9.4159e-001 +1.2556e+000 +1.3906e+000
2 0 +8.057250998e+001 +8.057250998e+001 -9.194274900e+002 -9.194274900e+002 +5.8068e-001 -1.1064e+000 -3.2951e-001 -8.4860e-001 +1.7665e+000 +9.2726e-001 +7.4388e-001 -2.5062e-001 +8.3512e-001 -8.5675e-001 -6.2122e-002 -3.7517e-001 +1.2455e+000 +1.0856e+000 +1.9484e+000 +8.5958e-001 +7.7257e-001 -9.5908e-002 +9.5937e-001 -1.7779e+000
81 0 +7.912972160e+001 +7.912972160e+001 -9.208702784e+002 -9.208702784e+002 +1.3275e+000 +1.1004e+000 -1.1647e+000 +1.7893e+000 +2.7287e-001 -1.3241e+000 +2.3634e+000 +2.0188e-001 +1.7040e+000 +8.0010e-001 +1.6206e+000 +1.1173e+000 -2.0511e+000 -5.2900e-001 -1.3702e+000 +4.8276e-001 +6.6830e-001 -9.5282e-001 -4.5219e-001 +6.4685e-001
112 0 +7.739744149e+001 +7.739744149e+001 -9.226025585e+002 -9.226025585e+002 -2.7802e+000 -4.8214e-002 +2.0072e-001 -1.0990e+000 +4.7048e-001 +1.3656e+000 +1.2505e+000 -5.6404e-003 +6.2845e-001 +2.9192e-001 +2.6213e-002 -1.6434e+000 +5.2937e-001 -8.5633e-001 -1.6604e+000 -1.3155e+000 -1.2750e+000 +2.4727e+000 +1.0870e+000 +1.3703e+000
215 0 +7.537608037e+001 +7.537608037e+001 -9.246239196e+002 -9.246239196e+002 -1.3375e+000 -1.1660e+000 +5.7361e-001 -2.6772e+000 -1.0496e-001 -6.3528e-001 -9.2126e-001 -3.1650e-001 +3.6322e+000 +1.5200e+000 +1.3047e+000 +9.0348e-002 +5.7723e-002 -9.0308e-001 -6.9902e-001 -1.3690e+000 -1.8608e+000 +1.9100e+000 -5.4209e-001 +1.0136e+000
309 0 +6.699706808e+001 +6.699706808e+001 -9.330029319e+002 -9.330029319e+002 -5.9336e-001 -3.2571e+000 -1.8753e+000 -1.9160e+000 +2.0999e+000 -2.4898e+000 -1.1776e+000 -1.4077e+000 +3.7434e+000 +2.8359e-001 +1.8803e+000 -6.1887e-002 +1.0677e+000 -8.1198e-001 +6.6678e-001 -2.9683e+000 +2.2779e+000 +1.2378e+000 -2.8899e-001 -1.5932e+000
643 0 +5.492448672e+001 +5.492448672e+001 -9.450755133e+002 -9.450755133e+002 -4.2192e+000 -6.7628e-001 -1.0062e+000 -4.5501e+000 +9.3857e-001 -2.8577e+000 -1.6410e+000 -4.6028e+000 +3.2130e+000 +3.7096e+000 +2.2538e+000 -1.0051e+000 +1.7867e+000 +1.5863e+000 -1.9704e+000 -5.2223e-001 +2.3247e+000 -1.4291e-001 -5.2085e-001 +2.2459e-001
1038 0 +4.364305567e+001 +4.364305567e+001 -9.563569443e+002 -9.563569443e+002 -2.7843e+000 -3.1773e+000 +9.8833e-001 -3.1509e+000 +1.7216e+000 -3.8864e+000 -1.5671e+000 -3.7403e+000 +2.0261e+000 -3.8831e-001 +3.3011e+000 -1.3892e+000 +7.5113e-002 -1.5988e+000 -7.1068e-001 -1.5456e+000 +2.2465e+000 +5.8117e-001 -1.5481e+000 +1.2998e-001
1108 0 +3.311178508e+001 +3.311178508e+001 -9.668882149e+002 -9.668882149e+002 -5.4516e+000 -3.6304e+000 +1.6996e+000 -3.0621e+000 -6.4929e-002 -1.9556e+000 -1.5836e+000 -5.2459e+000 +4.4096e+000 +2.4681e+000 +2.7070e+000 -9.8183e-001 +1.8256e+000 -1.6644e+000 +1.6516e-001 -3.3061e+000 +2.5915e+000 +1.1833e-001 +1.5240e+000 -5.4082e-001
1158 0 +3.030184369e+001 +3.030184369e+001 -9.696981563e+002 -9.696981563e+002 -1.5419e+000 -1.3375e+000 +1.5560e+000 -4.6305e+000 +1.3544e+000 -3.8863e+000 -1.0520e+000 -4.3970e+000 +2.3057e+000 -2.1556e-001 +5.8079e+000 -2.9463e+000 +2.5197e+000 -1.2739e+000 -2.4881e+000 -2.7999e+000 +3.8709e+000 -1.0220e+000 +1.1413e+000 -2.4638e+000
1498 0 +2.174352832e+001 +2.174352832e+001 -9.782564717e+002 -9.782564717e+002 -2.6756e+000 -1.5499e+000 +9.1103e-001 -5.6125e+000 +2.2423e+000 -3.1522e+000 -2.0092e+000 -3.0702e+000 +2.3227e+000 +2.4891e+000 +2.3188e+000 -1.6610e+000 +1.5432e+000 -1.2263e-001 -1.2616e+000 -1.3423e+000 +2.3125e+000 +5.5492e-001 +3.3101e-001 -2.7351e+000
1516 0 +2.126476538e+001 +2.126476538e+001 -9.787352346e+002 -9.787352346e+002 -4.5903e+000 -2.8019e+000 +1.2846e+000 -4.5141e+000 +1.7456e+000 -1.8681e+000 -1.0294e+000 -3.9781e+000 +4.1915e+000 +3.0158e+000 +2.7772e+000 -1.9803e-001 +6.9422e-001 -2.7556e+000 -9.5110e-001 -3.9453e+000 +3.2034e+000 -5.7068e-001 -2.6849e-001 -2.9644e+000
2055 0 +1.678779106e+001 +1.678779106e+001 -9.832122089e+002 -9.832122089e+002 -2.6616e+000 -2.1501e+000 +1.6373e+000 -5.7746e+000 +1.7262e+000 -2.3968e+000 -4.1669e-001 -5.0821e+000 +1.1618e+000 +1.0158e-001 +4.9508e+000 -1.3703e+000 +4.7943e-001 -6.9447e-002 -1.8457e+000 -2.8433e+000 +2.4109e+000 +2.7080e-001 -7.9735e-002 -2.6733e+000
2163 0 +1.080518254e+001 +1.080518254e+001 -9.891948175e+002 -9.891948175e+002 -3.8759e+000 -2.0517e+000 +2.1988e+000 -4.0300e+000 +1.9912e+000 -2.9487e+000 +4.1322e-001 -5.0043e+000 +1.2969e+000 +1.8266e+000 +4.8370e+000 -8.4075e-001 +1.1192e+000 +2.9843e-002 -2.2472e+000 -3.5613e+000 +3.7777e+000 -1.3669e+000 +8.1217e-001 -1.2978e+000
2640 0 +7.934151762e+000 +7.934151762e+000 -9.920658482e+002 -9.920658482e+002 -4.5812e+000 -2.2748e+000 +2.2440e+000 -5.1381e+000 +1.3790e+000 -3.7163e+000 -3.0693e-001 -3.8239e+000 +2.7334e+000 +3.2722e+000 +3.6330e+000 -1.6518e+000 +1.4583e-001 -1.5180e+000 -2.0906e+000 -2.7021e+000 +1.7029e+000 -8.5763e-001 -1.1486e-001 -2.1651e+000
2949 0 +7.004031775e+000 +7.004031775e+000 -9.929959682e+002 -9.929959682e+002 -4.4928e+000 -1.9113e+000 +1.6975e+000 -4.9635e+000 +1.0172e+000 -3.6561e+000 +5.5428e-002 -5.3991e+000 +1.4375e+000 +1.9792e+000 +3.7071e+000 -2.1385e+000 +1.1639e+000 -1.2305e+000 -2.7304e+000 -3.3640e+000 +2.3776e+000 -1.3283e+000 +1.3263e+000 -2.0912e+000
3027 0 +6.403286252e+000 +6.403286252e+000 -9.935967137e+002 -9.935967137e+002 -3.6809e+000 -2.7687e+000 +1.8888e+000 -4.4022e+000 +1.7017e+000 -3.7905e+000 -9.5129e-001 -5.2546e+000 +2.5373e+000 +2.5162e+000 +3.4236e+000 -1.9166e+000 +7.2965e-001 -1.6840e+000 -1.0508e+000 -2.1764e+000 +1.5312e+000 -3.1641e-002 +6.0705e-001 -2.2135e+000
3130 0 +5.260536727e+000 +5.260536727e+000 -9.947394633e+002 -9.947394633e+002 -3.6390e+000 -1.8497e+000 +2.2125e+000 -3.8967e+000 +1.3582e+000 -3.2671e+000 -1.2691e+000 -4.9491e+000 +1.8051e+000 +1.6651e+000 +4.1930e+000 -1.7858e+000 +8.6405e-001 -1.0525e-001 -2.1610e+000 -2.9640e+000 +1.9626e+000 -7.1957e-001 +4.6727e-001 -1.2186e+000
3335 0 +5.186906460e+000 +5.186906460e+000 -9.948130935e+002 -9.948130935e+002 -3.0179e+000 -2.1640e+000 +2.3787e+000 -5.1114e+000 +1.7774e+000 -3.4448e+000 -7.0509e-001 -5.1456e+000 +2.0186e+000 +2.4809e+000 +4.2056e+000 -1.3196e+000 +1.0193e+000 -1.1253e+000 -2.2743e+000 -3.9777e+000 +1.9566e+000 +7.4602e-001 +1.7027e-002 -2.6141e+000
3364 0 +3.948444994e+000 +3.948444994e+000 -9.960515550e+002 -9.960515550e+002 -3.0929e+000 -2.4705e+000 +1.8128e+000 -4.4645e+000 +1.5352e+000 -3.5688e+000 -7.9193e-001 -4.9949e+000 +2.3723e+000 +2.0356e+000 +4.0141e+000 -2.1868e+000 +1.1985e+000 -7.9526e-001 -9.4472e-001 -3.0517e+000 +1.1953e+000 -1.7162e-001 +5.6581e-001 -2.0184e+000
3858 0 +3.809231608e+000 +3.809231608e+000 -9.961907684e+002 -9.961907684e+002 -3.8525e+000 -1.8285e+000 +1.4257e+000 -4.4828e+000 +1.8010e+000 -4.1511e+000 -1.0667e+000 -4.1452e+000 +1.7262e+000 +2.2271e+000 +4.4111e+000 -1.6023e+000 +8.1504e-001 -3.5363e-001 -1.5489e+000 -3.0061e+000 +2.6925e+000 +3.3189e-002 +1.0151e+000 -2.0505e+000
3924 0 +3.174124949e+000 +3.174124949e+000 -9.968258751e+002 -9.968258751e+002 -3.2166e+000 -2.3424e+000 +2.1456e+000 -4.3773e+000 +1.3391e+000 -3.7014e+000 -5.5734e-002 -4.7396e+000 +1.8745e+000 +1.8657e+000 +4.3653e+000 -1.4435e+000 +1.2706e+000 -3.1154e-001 -1.7594e+000 -3.6743e+000 +2.3489e+000 +1.8906e-001 +2.8287e-001 -2.5655e+000
4323 0 +3.144220502e+000 +3.144220502e+000 -9.968557795e+002 -9.968557795e+002 -4.3902e+000 -2.5185e+000 +1.7106e+000 -5.1331e+000 +1.3253e+000 -3.6411e+000 -6.6000e-001 -4.5513e+000 +2.3441e+000 +2.3611e+000 +3.7293e+000 -9.7952e-001 +1.2745e+000 -6.6430e-001 -9.3737e-001 -3.0949e+000 +1.2071e+000 -2.4917e-001 +5.4109e-001 -2.2875e+000
4358 0 +2.658916163e+000 +2.658916163e+000 -9.973410838e+002 -9.973410838e+002 -3.5437e+000 -2.3845e+000 +1.1548e+000 -4.5515e+000 +2.1153e+000 -3.6853e+000 -1.4063e+000 -4.6313e+000 +2.3649e+000 +2.5952e+000 +4.1905e+000 -1.2743e+000 +1.1440e+000 -1.1257e+000 -1.5634e+000 -3.6615e+000 +1.5870e+000 -3.9023e-001 +6.4865e-001 -2.3314e+000
4401 0 +2.278189618e+000 +2.278189618e+000 -9.977218104e+002 -9.977218104e+002 -4.3807e+000 -1.9323e+000 +1.9016e+000 -4.6380e+000 +1.3394e+000 -3.8057e+000 -8.5124e-001 -5.1492e+000 +1.9864e+000 +2.5114e+000 +3.8928e+000 -1.6038e+000 +1.1764e+000 -7.9871e-001 -1.7059e+000 -3.0558e+000 +1.6559e+000 -9.2224e-001 +4.3320e-001 -2.2543e+000
4517 0 +2.166445962e+000 +2.166445962e+000 -9.978335540e+002 -9.978335540e+002 -3.7159e+000 -1.7660e+000 +1.7915e+000 -4.4487e+000 +1.7105e+000 -3.1743e+000 -1.1906e+000 -4.8941e+000 +1.7613e+000 +2.3753e+000 +3.9861e+000 -1.4026e+000 +1.6357e+000 -4.0672e-001 -1.7262e+000 -3.6696e+000 +2.1196e+000 -2.0160e-001 +6.3246e-001 -2.0837e+000
4819 0 +2.090736193e+000 +2.090736193e+000 -9.979092638e+002 -9.979092638e+002 -3.7035e+000 -2.3973e+000 +1.4263e+000 -4.2856e+000 +1.1282e+000 -3.5281e+000 -1.1958e+000 -5.0808e+000 +1.9284e+000 +2.5517e+000 +3.8382e+000 -1.7185e+000 +1.3621e+000 -3.8758e-001 -1.5790e+000 -3.5028e+000 +2.2171e+000 +7.3181e-002 +5.2184e-001 -2.2551e+000
4907 0 +2.075481678e+000 +2.075481678e+000 -9.979245183e+002 -9.979245183e+002 -3.5644e+000 -2.3909e+000 +1.7171e+000 -4.6742e+000 +1.5549e+000 -3.1852e+000 -9.1816e-001 -4.7938e+000 +2.1689e+000 +2.4258e+000 +3.4370e+000 -1.4176e+000 +9.8351e-001 -6.5035e-001 -1.6456e+000 -3.5097e+000 +2.3606e+000 +5.3324e-003 +6.8188e-001 -2.0014e+000
5261 0 +2.037215963e+000 +2.037215963e+000 -9.979627840e+002 -9.979627840e+002 -3.9675e+000 -2.2459e+000 +2.0035e+000 -4.4599e+000 +1.3381e+000 -3.7469e+000 -9.6429e-001 -4.7104e+000 +2.0513e+000 +2.5007e+000 +3.5273e+000 -1.6495e+000 +1.4536e+000 -6.3928e-001 -1.5173e+000 -3.5067e+000 +2.0345e+000 -3.5805e-001 +4.4234e-001 -2.4119e+000
5704 0 +1.994279978e+000 +1.994279978e+000 -9.980057200e+002 -9.980057200e+002 -3.6666e+000 -2.3989e+000 +1.6212e+000 -4.7296e+000 +1.2195e+000 -3.6289e+000 -1.0354e+000 -4.7565e+000 +2.1003e+000 +2.2446e+000 +3.9226e+000 -1.5713e+000 +1.3055e+000 -8.7295e-001 -1.9124e+000 -3.6338e+000 +2.2239e+000 -4.1305e-001 +4.9399e-001 -2.3694e+000
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.000000000000e+003) | measured fitness | best measured fitness | x1 | x2...
