% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.584006190e+01 +8.584006190e+01 +1.266200619e+02 +1.266200619e+02 +3.1118e+00 -1.0107e+00 -3.6713e+00 +1.3732e+00 -1.2580e+00 -3.5677e+00 -2.8660e+00 +4.3217e+00 -2.1543e-01 +4.1400e+00 -2.7452e+00 -2.0660e+00 -3.5910e+00 -4.5941e+00 +5.8227e-01 +2.9928e+00 -1.6210e+00 +2.2658e+00 -2.0457e+00 -3.1230e+00
85 +2.085923892e+01 +2.085923892e+01 +6.163923892e+01 +6.163923892e+01 -3.9807e+00 -2.8171e+00 -3.1635e+00 -2.0217e+00 -5.5475e-01 -1.4557e-01 -4.1160e+00 +3.9052e+00 -2.2492e+00 +1.6716e-01 -1.8164e+00 -4.2649e+00 -2.6395e+00 -3.2513e+00 +3.0786e-01 -1.8011e+00 -3.8414e+00 +2.3745e+00 -4.5361e+00 -1.3100e+00
211 +1.285436977e+01 +1.285436977e+01 +5.363436977e+01 +5.363436977e+01 -4.7792e+00 -2.8343e+00 -2.9816e+00 -2.5100e+00 -4.3106e-01 +4.5146e-01 -3.9114e+00 +3.7648e+00 -2.9447e+00 -2.7594e-01 -1.6696e+00 -4.6330e+00 -1.9515e+00 -2.7824e+00 +3.8938e-01 -2.6255e+00 -4.2480e+00 +2.3511e+00 -4.7835e+00 -1.1687e+00
232 +9.742150554e+00 +9.742150554e+00 +5.052215055e+01 +5.052215055e+01 -4.4669e+00 -2.3342e+00 -2.7920e+00 -2.5016e+00 -4.3538e-01 +7.0741e-01 -3.1035e+00 +3.6719e+00 -3.9205e+00 -6.4038e-02 -1.6769e+00 -4.8902e+00 -6.9807e-01 -2.1953e+00 +6.5329e-01 -3.1022e+00 -4.4967e+00 +2.2688e+00 -4.6240e+00 -1.3754e+00
5587 +4.843200576e+00 +4.843200576e+00 +4.562320058e+01 +4.562320058e+01 -3.7049e+00 -3.2331e+00 +7.3641e-01 +2.9338e+00 +1.2534e+00 -4.8915e+00 +1.4840e+00 -3.0033e+00 -1.5023e-03 +4.9176e+00 +3.8191e+00 +2.2564e+00 +1.9022e-01 +2.9509e+00 +4.4134e-01 +9.9939e-01 +2.1602e+00 +2.6780e+00 +3.5821e+00 -2.4399e+00
5692 +3.940627938e+00 +3.940627938e+00 +4.472062794e+01 +4.472062794e+01 -3.6901e+00 -3.2903e+00 +7.0680e-01 +2.9596e+00 +1.2768e+00 -4.8617e+00 +1.4880e+00 -2.9303e+00 -3.8506e-02 +4.8848e+00 +3.8965e+00 +2.2907e+00 +2.7135e-01 +2.9586e+00 +4.0071e-01 +9.1952e-01 +2.1732e+00 +2.7043e+00 +3.5285e+00 -2.5247e+00
5734 +2.153898074e+00 +2.153898074e+00 +4.293389807e+01 +4.293389807e+01 -3.3840e+00 -3.4865e+00 +4.9387e-01 +3.1130e+00 +1.4507e+00 -4.7034e+00 +1.4043e+00 -2.4342e+00 -2.6507e-01 +4.6532e+00 +4.2169e+00 +2.5009e+00 +6.7176e-01 +2.9760e+00 +1.7988e-01 +5.8602e-01 +2.1968e+00 +2.7475e+00 +3.2564e+00 -2.9865e+00
53026 +1.448556824e+00 +1.448556824e+00 +4.222855682e+01 +4.222855682e+01 -3.2229e+00 -1.3054e+00 +3.8078e+00 -2.0308e+00 -3.2452e+00 +1.7270e+00 -3.1337e+00 -3.3504e+00 +2.7453e+00 -3.6084e+00 +2.6538e-01 -2.3070e+00 +9.9718e-01 +2.4047e+00 -9.3466e-01 -9.6875e-01 +5.3930e-01 +9.9995e-01 +1.5564e+00 +5.9854e-02
53089 +6.831307440e-01 +6.831307440e-01 +4.146313074e+01 +4.146313074e+01 -3.0738e+00 -1.2234e+00 +3.7030e+00 -2.1408e+00 -3.2294e+00 +1.6308e+00 -3.0365e+00 -3.3000e+00 +2.7299e+00 -3.6578e+00 +2.9394e-01 -2.2870e+00 +1.0513e+00 +2.2744e+00 -9.9831e-01 -9.8808e-01 +5.6217e-01 +8.4585e-01 +1.5160e+00 +1.5516e-01
53110 +5.073787368e-01 +5.073787368e-01 +4.128737874e+01 +4.128737874e+01 -3.0211e+00 -1.2903e+00 +3.7231e+00 -2.1643e+00 -3.2536e+00 +1.5753e+00 -3.0426e+00 -3.2218e+00 +2.7646e+00 -3.6285e+00 +4.0197e-01 -2.2965e+00 +1.0622e+00 +2.3180e+00 -1.0046e+00 -1.0244e+00 +6.5365e-01 +8.4594e-01 +1.4103e+00 +2.5884e-01
