% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.511137021e+01 +4.511137021e+01 +2.817137021e+01 +2.817137021e+01 +4.1793e+00 +3.4802e+00 -2.1354e+00 -7.3080e-01 +1.1043e+00 +8.3810e-01 -4.2307e-01 -3.9826e+00 +2.1525e+00 -4.6961e+00 -3.5083e+00 -2.3669e+00 +4.9513e+00 -1.8150e+00 +3.1996e+00 -2.3605e+00 +1.2828e+00 +3.4792e+00 +2.9119e+00 -2.9017e+00
22 +3.426471842e+01 +3.426471842e+01 +1.732471842e+01 +1.732471842e+01 +3.1793e+00 +4.0381e+00 -2.1495e+00 -1.1684e+00 +7.7182e-01 +4.2913e-01 -2.8990e-01 -3.7184e+00 +2.9259e+00 -4.8558e+00 -3.6090e+00 -2.2406e+00 +4.9678e+00 -2.2345e+00 +3.3305e+00 -2.1842e+00 +1.5525e+00 +2.7615e+00 +2.7154e+00 -2.4635e+00
190 +2.338758436e+01 +2.338758436e+01 +6.447584359e+00 +6.447584359e+00 +2.8091e+00 +4.0200e+00 -2.3513e+00 -1.2950e+00 +6.4834e-01 +1.1643e-01 -1.0746e-01 -3.6011e+00 +3.0738e+00 -4.8619e+00 -3.4660e+00 -2.1229e+00 +4.9732e+00 -2.3610e+00 +3.3325e+00 -2.1475e+00 +1.6744e+00 +2.2469e+00 +2.7086e+00 -2.4224e+00
2332 +1.507926432e+01 +1.507926432e+01 -1.860735682e+00 -1.860735682e+00 -3.4979e+00 +4.3507e+00 -1.5238e+00 -2.8825e-01 +2.4446e+00 +2.6594e+00 +2.6448e+00 +4.5826e+00 -1.3237e+00 -2.4861e+00 +9.1001e-01 -9.3314e-01 -2.5267e+00 -1.8297e+00 -1.5198e+00 +2.4966e+00 +1.4154e+00 -9.8672e-01 -3.4966e+00 -3.0737e+00
8590 +9.949315654e+00 +9.949315654e+00 -6.990684346e+00 -6.990684346e+00 +5.0131e+00 +3.7327e+00 -4.3969e+00 -2.2928e+00 +2.4261e+00 -2.4094e+00 -2.1869e+00 -2.7315e+00 -2.4796e+00 -4.3897e+00 +1.0322e-01 +5.1098e+00 -4.1691e+00 -2.8153e+00 -6.5079e-02 -2.5185e+00 +1.9086e-01 -1.4403e+00 +6.0431e-01 +2.0817e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.240979167e+01 +6.240979167e+01 +8.121979167e+01 +8.121979167e+01 -7.8169e-01 -1.8580e-01 +4.2973e+00 +4.1641e+00 +2.5752e+00 +1.9865e+00 -2.6044e+00 -1.9500e-01 -1.9383e+00 -3.8339e+00 -4.8537e+00 -3.9058e+00 -4.2102e+00 +3.2823e+00 +4.1671e+00 -2.3221e+00 +1.8040e+00 -1.8530e+00 -3.8229e+00 -3.2901e+00
64 +3.279125125e+01 +3.279125125e+01 +5.160125125e+01 +5.160125125e+01 -9.3335e-01 -1.8939e-01 +5.0304e+00 +4.5486e+00 +2.8593e+00 +1.9919e+00 -2.1224e+00 -5.8714e-02 -1.3593e+00 -4.1157e+00 -5.0702e+00 -3.8099e+00 -4.1353e+00 +3.2593e+00 +3.8184e+00 -2.0070e+00 +1.6416e+00 -8.8291e-01 -3.7221e+00 -2.5550e+00
421 +2.479760789e+01 +2.479760789e+01 +4.360760789e+01 +4.360760789e+01 -3.9642e-01 -2.8560e-01 +5.0348e+00 +4.4941e+00 +3.2996e+00 +1.7621e+00 -2.1573e+00 -3.3401e-01 -1.5105e+00 -3.7448e+00 -4.9183e+00 -4.1931e+00 -4.0145e+00 +3.6344e+00 +3.6932e+00 -1.6813e+00 +2.0516e+00 -9.4016e-01 -3.2282e+00 -2.1977e+00
2647 +1.466617976e+01 +1.466617976e+01 +3.347617976e+01 +3.347617976e+01 -1.7111e-01 +1.8346e-01 +1.8058e+00 -9.9164e-01 -4.5335e+00 -2.0856e-01 +3.4772e+00 +3.5279e+00 -4.0486e+00 -1.0153e-01 -2.6583e+00 +3.0968e+00 +1.7532e+00 +6.4009e-01 -6.8871e-01 -3.6314e+00 -6.2610e-01 +4.3178e+00 +2.9164e+00 +4.3845e+00
2815 +8.898535418e+00 +8.898535418e+00 +2.770853542e+01 +2.770853542e+01 +6.5905e-01 +1.0295e-01 +2.2806e+00 -1.6299e+00 -4.2141e+00 -1.4198e-01 +3.2142e+00 +3.4333e+00 -3.7303e+00 -1.2162e-01 -3.0013e+00 +3.3057e+00 +1.4477e+00 +8.1948e-01 -3.4704e-01 -3.0948e+00 -6.2739e-01 +4.1793e+00 +2.5624e+00 +4.2910e+00
3025 +6.200052438e+00 +6.200052438e+00 +2.501005244e+01 +2.501005244e+01 +4.7970e-01 +1.3128e-01 +2.1884e+00 -1.6353e+00 -4.1836e+00 -2.3647e-01 +3.2668e+00 +3.3737e+00 -3.5451e+00 -2.4751e-01 -3.2854e+00 +3.4332e+00 +1.3288e+00 +7.5086e-01 -4.8932e-01 -3.3587e+00 -5.1926e-01 +4.2888e+00 +2.6693e+00 +4.2826e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.199719556e+02 +2.199719556e+02 +4.931219556e+02 +4.931219556e+02 +1.5070e+00 -4.9935e+00 -1.1307e+00 -4.8069e+00 -4.8607e+00 -4.6720e+00 +2.8295e+00 +4.2007e+00 -3.7184e-02 -3.1015e+00 -7.6779e-01 +1.9969e+00 -3.4576e+00 +4.0540e-01 +1.0766e+00 +3.9474e+00 +9.3113e-01 -2.0062e+00 +1.8498e+00 -2.1130e+00
22 +1.347991645e+02 +1.347991645e+02 +4.079491645e+02 +4.079491645e+02 +1.5427e+00 -4.5299e+00 -1.1738e+00 -4.6739e+00 -4.6178e+00 -4.8155e+00 +2.2777e+00 +3.4857e+00 -2.8553e-01 -2.7018e+00 -1.0406e+00 +2.3274e+00 -3.5921e+00 +2.3806e-01 +1.1648e+00 +3.3681e+00 +1.4647e+00 -1.3671e+00 +1.5621e+00 -3.1130e+00
253 +9.656381664e+01 +9.656381664e+01 +3.697138166e+02 +3.697138166e+02 +1.2544e+00 -4.4359e+00 -8.8468e-01 -4.6136e+00 -4.4679e+00 -4.8487e+00 +2.4508e+00 +3.5890e+00 -4.2208e-01 -2.5027e+00 -1.0069e+00 +2.4178e+00 -3.6312e+00 +2.7881e-01 +1.3251e+00 +3.1492e+00 +1.4031e+00 -1.5388e+00 +1.6085e+00 -3.1935e+00
4201 +6.307417960e+01 +6.307417960e+01 +3.362241796e+02 +3.362241796e+02 -2.6488e+00 +4.0176e+00 +2.0454e+00 +2.9859e+00 -4.5486e+00 -3.2983e-03 -2.2236e+00 -4.3547e+00 +3.1898e+00 -3.2803e+00 +3.1030e+00 -5.3690e-01 -2.9885e+00 -3.2453e+00 -4.3366e+00 -2.6766e+00 +4.2092e+00 -4.3417e+00 +3.3045e+00 +2.5432e+00
