% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.738797210e+01 +9.738797210e+01 +1.687379721e+02 +1.687379721e+02 +3.0413e+00 -4.8542e-02 -3.1813e+00 -1.9050e+00 +4.6960e+00 -4.8122e+00 -7.2598e-01 +3.9530e+00 -3.7504e+00 -3.0270e-01 -1.1489e-01 -1.5450e+00 -1.2591e+00 +2.6269e+00 +2.1837e+00 -1.8093e+00 +1.4474e+00 +4.6650e+00 -1.5350e+00 -4.8269e+00
22 +4.949695008e+01 +4.949695008e+01 +1.208469501e+02 +1.208469501e+02 +3.4620e+00 +9.5146e-01 -3.5860e+00 -1.9060e+00 +5.1411e+00 -4.3400e+00 -6.2312e-01 +3.2783e+00 -3.2967e+00 -3.8319e-01 -4.6726e-01 -1.7803e+00 -1.0762e+00 +2.3364e+00 +2.8556e+00 -1.4743e+00 +1.5011e+00 +4.6201e+00 -2.1264e+00 -4.7894e+00
33811 +3.980957485e+01 +3.980957485e+01 +1.111595748e+02 +1.111595748e+02 -3.0136e+00 -2.6461e+00 -2.7900e+00 +2.5694e+00 -3.9741e+00 -5.1007e-01 -3.8717e+00 +5.5421e-01 +4.9800e+00 +2.2202e+00 +1.4619e-01 -9.6930e-01 +4.4943e+00 -2.6999e-01 -2.0896e+00 +1.2479e+00 -2.0873e+00 -1.4147e+00 +3.2857e+00 -3.1612e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.833042984e+01 +5.833042984e+01 -2.968895702e+02 -2.968895702e+02 +3.5525e-01 +1.2200e+00 +4.2173e+00 -3.1214e+00 +3.9801e+00 +4.6788e+00 -9.2430e-01 +3.0376e+00 -3.2054e+00 -3.8302e+00 +2.6649e+00 +3.2402e+00 +3.7273e+00 +9.4424e-01 +2.5427e+00 +6.6742e-01 +4.7095e+00 +6.2259e-01 -3.5053e+00 +2.6650e+00
55000 +3.595672440e+01 +3.595672440e+01 -3.192632756e+02 -3.192632756e+02 -4.7816e+00 +3.0535e+00 +1.7455e+00 -2.7489e+00 +4.8053e+00 -3.4777e+00 -3.2032e+00 -4.5398e+00 +2.0530e+00 +4.2218e+00 -2.4393e-01 -2.2043e+00 +1.8996e+00 +1.5178e+00 -1.7729e+00 +4.4030e+00 +3.2365e+00 +3.6919e+00 +3.7426e+00 +1.6941e+00
248557 +2.442555147e+01 +2.442555147e+01 -3.307944485e+02 -3.307944485e+02 +4.5937e-01 +5.1527e-01 +9.6049e-01 -1.7899e+00 -3.2071e+00 +1.2313e+00 -4.3790e+00 +1.0314e+00 -4.7727e+00 +2.7305e+00 -2.1213e+00 +4.2064e-01 -4.3905e+00 -1.6593e+00 -4.4422e+00 -3.7133e+00 +9.0767e-01 -2.5151e+00 -1.1187e+00 +2.5125e+00
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.870959389e+01 +6.870959389e+01 +1.678795939e+02 +1.678795939e+02 +2.7175e+00 +4.7327e+00 +1.3937e+00 -2.6418e+00 -2.5964e+00 -3.8022e+00 -1.8955e+00 +1.0663e+00 +2.7419e-01 +9.4879e-01 -2.4155e+00 -4.8507e+00 -1.8728e-01 -3.7467e+00 -4.7299e-02 +1.8651e+00 +3.9015e+00 +8.8083e-01 +4.6260e+00 +2.9295e+00
568 +6.128408948e+01 +6.128408948e+01 +1.604540895e+02 +1.604540895e+02 +2.6898e+00 +4.7611e+00 +1.3844e+00 -2.6783e+00 -2.6434e+00 -3.7857e+00 -1.8304e+00 +1.1006e+00 +2.7630e-01 +9.5605e-01 -2.4807e+00 -4.8857e+00 -1.8427e-01 -3.7409e+00 -3.2053e-02 +1.8808e+00 +3.8650e+00 +9.7836e-01 +4.6425e+00 +2.9959e+00
