% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.491500000000e+002) | measured fitness | best measured fitness | x1 | x2...
1 0 +6.614166211e+002 +6.614166211e+002 +8.105666211e+002 +8.105666211e+002 -6.8615e-001 -3.9244e-001 +2.4056e+000
3 0 +6.292438627e+001 +6.292438627e+001 +2.120743863e+002 +2.120743863e+002 +3.0533e-001 -1.2943e-001 +5.4571e-002
11 0 +4.825786217e+001 +4.825786217e+001 +1.974078622e+002 +1.974078622e+002 -8.4763e-001 -6.8180e-001 -2.6499e-001
19 0 +2.839068979e+001 +2.839068979e+001 +1.775406898e+002 +1.775406898e+002 +1.8357e-001 -3.4916e-001 +2.0532e-001
29 0 +9.957333164e-001 +9.957333164e-001 +1.501457333e+002 +1.501457333e+002 -3.2312e-002 -2.6315e-001 +3.2401e-001
145 0 +9.209644881e-001 +9.209644881e-001 +1.500709645e+002 +1.500709645e+002 +1.8338e-001 +1.6322e-001 +1.4485e+000
526 0 +2.896758710e-002 +2.896758710e-002 +1.491789676e+002 +1.491789676e+002 -1.2558e-001 -5.1199e-001 -2.4667e-001
42653 0 +2.877482346e-002 +2.877482346e-002 +1.491787748e+002 +1.491787748e+002 -1.3378e-001 -5.2072e-001 -2.5844e-001
43035 0 +2.783968212e-002 +2.783968212e-002 +1.491778397e+002 +1.491778397e+002 -1.3107e-001 -5.1825e-001 -2.5509e-001
43668 0 +2.753550813e-002 +2.753550813e-002 +1.491775355e+002 +1.491775355e+002 -1.2971e-001 -5.1605e-001 -2.5259e-001
44106 0 +2.666284918e-002 +2.666284918e-002 +1.491766628e+002 +1.491766628e+002 -1.3023e-001 -5.1573e-001 -2.4986e-001
44658 0 +2.591998264e-002 +2.591998264e-002 +1.491759200e+002 +1.491759200e+002 -1.2968e-001 -5.1272e-001 -2.4417e-001
44742 0 +2.543076413e-002 +2.543076413e-002 +1.491754308e+002 +1.491754308e+002 -1.2762e-001 -5.1172e-001 -2.4402e-001
45555 0 +2.473127992e-002 +2.473127992e-002 +1.491747313e+002 +1.491747313e+002 -1.2750e-001 -5.0975e-001 -2.4072e-001
46085 0 +2.454665172e-002 +2.454665172e-002 +1.491745467e+002 +1.491745467e+002 -1.2720e-001 -5.0950e-001 -2.4007e-001
47196 0 +2.392271457e-002 +2.392271457e-002 +1.491739227e+002 +1.491739227e+002 -1.2648e-001 -5.0650e-001 -2.3486e-001
47626 0 +2.301517571e-002 +2.301517571e-002 +1.491730152e+002 +1.491730152e+002 -1.2493e-001 -5.0466e-001 -2.3194e-001
47670 0 +2.276008300e-002 +2.276008300e-002 +1.491727601e+002 +1.491727601e+002 -1.2360e-001 -5.0433e-001 -2.3077e-001
47964 0 +2.223326713e-002 +2.223326713e-002 +1.491722333e+002 +1.491722333e+002 -1.2397e-001 -5.0268e-001 -2.2667e-001
48828 0 +2.129607504e-002 +2.129607504e-002 +1.491712961e+002 +1.491712961e+002 -1.2230e-001 -5.0037e-001 -2.2301e-001
49299 0 +2.085866414e-002 +2.085866414e-002 +1.491708587e+002 +1.491708587e+002 -1.2103e-001 -4.9564e-001 -2.1670e-001
50512 0 +1.981251767e-002 +1.981251767e-002 +1.491698125e+002 +1.491698125e+002 -1.1941e-001 -4.9583e-001 -2.1543e-001
51374 0 +1.949130227e-002 +1.949130227e-002 +1.491694913e+002 +1.491694913e+002 -1.1843e-001 -4.9389e-001 -2.1357e-001
51931 0 +1.868526537e-002 +1.868526537e-002 +1.491686853e+002 +1.491686853e+002 -1.1571e-001 -4.9057e-001 -2.0700e-001
51942 0 +1.860066625e-002 +1.860066625e-002 +1.491686007e+002 +1.491686007e+002 -1.1647e-001 -4.9054e-001 -2.0799e-001
52896 0 +1.813538305e-002 +1.813538305e-002 +1.491681354e+002 +1.491681354e+002 -1.1698e-001 -4.8963e-001 -2.0541e-001
53306 0 +1.773976559e-002 +1.773976559e-002 +1.491677398e+002 +1.491677398e+002 -1.1592e-001 -4.8897e-001 -2.0402e-001
54325 0 +1.730503280e-002 +1.730503280e-002 +1.491673050e+002 +1.491673050e+002 -1.1439e-001 -4.8686e-001 -2.0084e-001
54441 0 +1.694727225e-002 +1.694727225e-002 +1.491669473e+002 +1.491669473e+002 -1.1429e-001 -4.8556e-001 -1.9884e-001
55147 0 +1.658493107e-002 +1.658493107e-002 +1.491665849e+002 +1.491665849e+002 -1.1402e-001 -4.8444e-001 -1.9651e-001
55868 0 +1.611427443e-002 +1.611427443e-002 +1.491661143e+002 +1.491661143e+002 -1.1321e-001 -4.8306e-001 -1.9387e-001
