% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7.948000000000e+001) | measured fitness | best measured fitness | x1 | x2...
1 0 +2.879638274e+001 +2.879638274e+001 +1.082763827e+002 +1.082763827e+002 -1.4646e+000 +1.3346e+000 +5.8884e-001 +1.7377e+000 -5.1520e-001 -1.5412e-001 +8.0402e-001 -1.0202e+000 +1.0345e-001 -2.8365e-001
2 0 +1.984794345e+001 +1.984794345e+001 +9.932794345e+001 +9.932794345e+001 +5.8989e-001 -5.2928e-001 -1.3003e+000 +1.7107e+000 -1.0992e+000 +1.6397e+000 +6.3499e-002 +4.9653e-001 -9.9782e-001 +7.4822e-001
13 0 +1.918272588e+001 +1.918272588e+001 +9.866272588e+001 +9.866272588e+001 +4.2095e-001 +9.9159e-001 +4.4834e-002 +1.2898e+000 -1.0302e+000 +4.0714e-001 -4.6898e-002 -1.8243e-001 +5.1790e-001 -5.8651e-001
33 0 +1.480108690e+001 +1.480108690e+001 +9.428108690e+001 +9.428108690e+001 +1.2921e+000 -5.3613e-001 -1.1724e+000 +3.8627e-001 -6.0400e-002 -5.7716e-002 -5.1077e-001 +1.5656e+000 -1.3271e+000 -1.9077e+000
150 0 +1.124713137e+001 +1.124713137e+001 +9.072713137e+001 +9.072713137e+001 +4.4068e-002 -8.0221e-001 -3.4332e-001 +6.1719e-001 -2.3188e+000 -1.1504e+000 -1.3526e+000 +1.3855e+000 -7.6870e-001 -1.4149e+000
612 0 +1.074345381e+001 +1.074345381e+001 +9.022345381e+001 +9.022345381e+001 -9.8310e-001 -8.5874e-002 -1.7950e+000 +1.8403e+000 -4.3688e+000 +1.4464e+000 +8.4301e-002 -1.5463e+000 -1.5511e+000 -2.5756e+000
726 0 +8.847840514e+000 +8.847840514e+000 +8.832784051e+001 +8.832784051e+001 -6.6418e-001 -2.4040e+000 +1.3280e-001 +1.5757e+000 -2.1583e+000 +2.2389e+000 -1.2552e+000 -7.2965e-001 -1.7769e+000 -2.8386e+000
809 0 +8.095594840e+000 +8.095594840e+000 +8.757559484e+001 +8.757559484e+001 -1.3838e-001 -7.7888e-001 -1.4731e+000 +1.2783e+000 -7.8689e-001 +3.9490e-001 +7.0410e-001 -1.4253e-001 -4.1809e-001 -4.0510e+000
864 0 +7.749067549e+000 +7.749067549e+000 +8.722906755e+001 +8.722906755e+001 +4.0843e-001 -1.2460e+000 -1.2860e+000 +1.0352e+000 -2.5129e+000 -5.7513e-001 -5.4356e-001 +1.1099e+000 +2.4141e-001 -3.9769e+000
910 0 +5.308418353e+000 +5.308418353e+000 +8.478841835e+001 +8.478841835e+001 +8.7422e-001 -4.5516e-002 -8.3665e-001 +1.5309e+000 -2.0907e+000 +1.0926e+000 -3.0765e-001 -4.0054e-001 -7.2746e-001 -4.3190e+000
1007 0 +3.644718200e+000 +3.644718200e+000 +8.312471820e+001 +8.312471820e+001 +9.9019e-001 -3.2643e-001 -8.2755e-001 +7.4410e-001 -3.0132e+000 +5.4715e-001 -9.2653e-001 +4.4401e-001 -1.9303e+000 -3.2368e+000
1102 0 +2.359197128e+000 +2.359197128e+000 +8.183919713e+001 +8.183919713e+001 +3.0247e-001 -8.9511e-001 -4.6948e-001 +1.9854e+000 -3.4472e+000 +1.2708e+000 -6.8116e-001 -2.9260e-001 -2.0352e+000 -3.5937e+000
1152 0 +1.351707281e+000 +1.351707281e+000 +8.083170728e+001 +8.083170728e+001 -1.1861e-001 -2.7634e-001 -1.1138e+000 +1.5522e+000 -2.4844e+000 +3.4879e-001 +9.9913e-003 -4.2162e-002 -1.4942e+000 -2.8590e+000
1753 0 +9.823149915e-001 +9.823149915e-001 +8.046231499e+001 +8.046231499e+001 -4.8968e-002 -1.2619e+000 -1.0620e+000 +1.5167e+000 -2.1694e+000 +2.1831e-001 -2.2901e-001 -3.7287e-001 -1.6097e+000 -3.2286e+000
2048 0 +7.153753903e-001 +7.153753903e-001 +8.019537539e+001 +8.019537539e+001 +1.9375e-001 -1.3966e+000 -1.1216e+000 +2.0824e+000 -2.6224e+000 +1.0001e+000 -3.0646e-001 +4.0607e-001 -1.4632e+000 -3.1273e+000
2064 0 +4.536351494e-001 +4.536351494e-001 +7.993363515e+001 +7.993363515e+001 +3.3967e-001 -1.5285e+000 -6.0641e-001 +2.1151e+000 -2.6197e+000 +6.3214e-001 +2.9744e-001 +1.6878e-001 -1.7592e+000 -2.8816e+000
2140 0 +3.457788229e-001 +3.457788229e-001 +7.982577882e+001 +7.982577882e+001 +4.9431e-001 -1.2552e+000 -9.9361e-001 +1.9369e+000 -2.9825e+000 +5.1360e-001 +3.3592e-003 +4.8149e-002 -1.9343e+000 -3.0789e+000
2236 0 +3.063500148e-001 +3.063500148e-001 +7.978635001e+001 +7.978635001e+001 +2.2734e-001 -9.8989e-001 -9.8914e-001 +2.1461e+000 -2.7705e+000 +4.2587e-001 -3.8713e-001 -1.2233e-001 -1.6682e+000 -3.1865e+000
2380 0 +2.667416985e-001 +2.667416985e-001 +7.974674170e+001 +7.974674170e+001 +1.4194e-001 -8.2348e-001 -6.7301e-001 +1.7290e+000 -2.6470e+000 +4.9699e-001 +1.4836e-001 -4.8989e-003 -1.5451e+000 -3.1046e+000
2655 0 +2.027153320e-001 +2.027153320e-001 +7.968271533e+001 +7.968271533e+001 +2.6632e-001 -1.1477e+000 -6.8395e-001 +2.0909e+000 -2.7024e+000 +3.1336e-001 -6.3756e-002 -3.8767e-002 -1.9561e+000 -3.2186e+000
2756 0 +1.555155581e-001 +1.555155581e-001 +7.963551556e+001 +7.963551556e+001 +2.7145e-001 -1.2602e+000 -6.5484e-001 +2.0725e+000 -2.6311e+000 +3.9863e-001 +1.7406e-001 +1.4438e-003 -1.6990e+000 -2.9425e+000
2838 0 +1.362423304e-001 +1.362423304e-001 +7.961624233e+001 +7.961624233e+001 +1.9774e-001 -1.1548e+000 -6.6407e-001 +2.0770e+000 -2.4795e+000 +4.5865e-001 -2.2778e-001 +2.0617e-001 -1.5651e+000 -3.2537e+000
2911 0 +1.130765356e-001 +1.130765356e-001 +7.959307654e+001 +7.959307654e+001 +3.5308e-001 -1.2616e+000 -6.1691e-001 +1.8586e+000 -2.7642e+000 +3.7504e-001 +1.0532e-001 +1.7067e-001 -1.7166e+000 -2.9690e+000
