% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.057462752e+05 +1.057462752e+05 +1.051997752e+05 +1.051997752e+05 +1.3936e+00 +1.9454e+00 +3.5225e+00 +2.6187e+00 +7.7008e-01 +3.4934e+00 +4.3163e+00 +1.8949e+00 -3.4586e+00 +3.7683e-01 -1.1681e+00 +2.4072e+00 -2.2626e+00 -2.3130e-01 -5.7699e-01 -4.3817e+00 +3.5452e+00 +1.0621e+00 +1.8078e+00 -2.0633e-01
22 +5.966780514e+04 +5.966780514e+04 +5.912130514e+04 +5.912130514e+04 +1.3936e+00 +1.9354e+00 +3.4881e+00 +2.5952e+00 +8.0567e-01 +3.2776e+00 +4.0226e+00 +1.8735e+00 -3.3728e+00 +4.0764e-01 -1.0449e+00 +2.4752e+00 -1.9584e+00 -4.0997e-01 -4.4784e-01 -4.0085e+00 +3.2182e+00 +5.6700e-01 +8.0781e-01 +3.5661e-01
43 +9.295955123e+03 +9.295955123e+03 +8.749455123e+03 +8.749455123e+03 +1.3937e+00 +1.8869e+00 +3.3226e+00 +2.4804e+00 +9.6153e-01 +2.3247e+00 +2.7048e+00 +1.7790e+00 -2.9955e+00 +5.3679e-01 -5.2881e-01 +2.7329e+00 -8.4096e-01 -9.4083e-01 +1.0497e-01 -2.8379e+00 +2.0925e+00 -4.6896e-01 -1.1729e+00 +1.1102e+00
64 +3.964444026e+03 +3.964444026e+03 +3.417944026e+03 +3.417944026e+03 +1.3938e+00 +1.8549e+00 +3.2142e+00 +2.4023e+00 +1.0411e+00 +1.8255e+00 +1.9794e+00 +1.7302e+00 -2.7998e+00 +5.9592e-01 -2.9263e-01 +2.8247e+00 -4.6396e-01 -1.0483e+00 +3.3589e-01 -2.6485e+00 +1.9434e+00 -5.9274e-01 -1.4109e+00 +1.2017e+00
85 +3.624586942e+02 +3.624586942e+02 -1.840413058e+02 -1.840413058e+02 +1.3939e+00 +1.7928e+00 +3.0041e+00 +2.2462e+00 +1.1622e+00 +1.0413e+00 +7.7824e-01 +1.6536e+00 -2.4936e+00 +6.7753e-01 +3.2929e-02 +2.9238e+00 -5.0064e-02 -1.1730e+00 +5.5055e-01 -2.4263e+00 +1.7406e+00 -7.7834e-01 -1.7677e+00 +1.3405e+00
106 +1.328063293e+02 +1.328063293e+02 -4.136936707e+02 -4.136936707e+02 +1.3940e+00 +1.7666e+00 +2.9160e+00 +2.1763e+00 +1.1840e+00 +8.7514e-01 +4.6324e-01 +1.6375e+00 -2.4293e+00 +6.9283e-01 +8.3863e-02 +2.9050e+00 +3.6620e-02 -1.2012e+00 +5.9657e-01 -2.3733e+00 +1.6923e+00 -8.2285e-01 -1.8525e+00 +1.3737e+00
127 +7.487011793e+01 +7.487011793e+01 -4.716298821e+02 -4.716298821e+02 +1.3941e+00 +1.7433e+00 +2.8388e+00 +2.1116e+00 +1.1950e+00 +7.9215e-01 +3.0934e-01 +1.6300e+00 -2.3995e+00 +7.0067e-01 +1.0187e-01 +2.8640e+00 +8.0976e-02 -1.2155e+00 +6.2044e-01 -2.3470e+00 +1.6681e+00 -8.4528e-01 -1.8946e+00 +1.3901e+00
148 +3.481275185e+01 +3.481275185e+01 -5.116872482e+02 -5.116872482e+02 +1.3942e+00 +1.7155e+00 +2.7467e+00 +2.0315e+00 +1.2039e+00 +7.2744e-01 +1.9385e-01 +1.6236e+00 -2.3750e+00 +7.0701e-01 +1.1201e-01 +2.8142e+00 +1.1682e-01 -1.2271e+00 +6.4008e-01 -2.3266e+00 +1.6490e+00 -8.6321e-01 -1.9276e+00 +1.4031e+00
169 +5.575660532e+00 +5.575660532e+00 -5.409243395e+02 -5.409243395e+02 +1.3944e+00 +1.6696e+00 +2.5953e+00 +1.8972e+00 +1.2187e+00 +6.1969e-01 +3.0145e-03 +1.6130e+00 -2.3339e+00 +7.1765e-01 +1.3505e-01 +2.7555e+00 +1.7681e-01 -1.2467e+00 +6.7312e-01 -2.2924e+00 +1.6170e+00 -8.9354e-01 -1.9833e+00 +1.4252e+00
211 +3.870624520e+00 +3.870624520e+00 -5.426293755e+02 -5.426293755e+02 +1.3946e+00 +1.6544e+00 +2.5457e+00 +1.8483e+00 +1.2241e+00 +5.8132e-01 -6.4338e-02 +1.6091e+00 -2.3192e+00 +7.2151e-01 +1.4335e-01 +2.7356e+00 +1.9809e-01 -1.2541e+00 +6.8536e-01 -2.2808e+00 +1.6061e+00 -9.0467e-01 -2.0034e+00 +1.4329e+00
673 +2.497465345e+00 +2.497465345e+00 -5.440025347e+02 -5.440025347e+02 +1.4357e+00 +1.5988e+00 +2.3009e+00 +1.7857e+00 +1.2888e+00 +4.0431e-01 -2.4545e-01 +1.5831e+00 -2.2453e+00 +7.6815e-01 +1.7261e-01 +2.6142e+00 +2.4722e-01 -1.3190e+00 +7.6380e-01 -2.4057e+00 +1.6045e+00 -9.2912e-01 -2.0592e+00 +1.4723e+00
12538 +1.511892106e+00 +1.511892106e+00 -5.449881079e+02 -5.449881079e+02 +1.3342e-01 +2.6700e+00 +9.2969e-01 -2.4534e+00 +2.0071e+00 -2.1236e+00 -2.0824e+00 +2.1234e+00 +1.3817e-01 +2.6508e+00 -1.0757e-02 +1.0723e+00 +6.4276e-01 -2.4718e+00 +6.3826e-02 -1.1653e+00 +1.3495e+00 -9.7738e-01 -2.3375e+00 +1.1678e+00
55861 +9.807959847e-01 +9.807959847e-01 -5.455192040e+02 -5.455192040e+02 -2.0882e+00 +2.0871e+00 -1.1116e+00 -2.9040e+00 -9.4535e-01 -2.0576e+00 +3.9158e-01 +3.6653e-01 -3.0632e-01 +2.5404e+00 +1.1991e-02 +1.2130e+00 +2.3145e+00 -2.0453e+00 +5.4761e-01 -2.5198e+00 +6.0362e-01 -1.1968e+00 -1.4211e+00 +2.2814e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.291560770e+05 +2.291560770e+05 +2.301560770e+05 +2.301560770e+05 +4.7974e+00 -2.6873e+00 +1.7979e+00 +3.1480e+00 -3.1091e+00 +3.5650e+00 +2.1833e+00 -2.0108e-01 +1.7335e+00 +2.1478e+00 -3.1805e+00 -4.1080e+00 +1.3397e+00 -8.7603e-01 +3.8501e+00 +4.8045e+00 +1.8577e+00 +5.4145e-01 -1.2445e+00 +2.1310e+00
22 +1.554411954e+05 +1.554411954e+05 +1.564411954e+05 +1.564411954e+05 +4.7356e+00 -2.6280e+00 +1.7521e+00 +3.0751e+00 -3.0954e+00 +3.5177e+00 +2.1471e+00 -1.6086e-01 +1.6050e+00 +1.9872e+00 -3.1389e+00 -3.9578e+00 +1.2746e+00 -1.0001e+00 +3.1398e+00 +3.8045e+00 +1.1932e+00 +2.0983e-01 -1.2445e+00 +2.1310e+00
43 +6.932832701e+03 +6.932832701e+03 +7.932832701e+03 +7.932832701e+03 +4.2002e+00 -2.1287e+00 +1.3805e+00 +2.4564e+00 -2.9787e+00 +3.1175e+00 +1.8504e+00 +1.0248e-01 +6.7930e-01 +7.9692e-01 -2.8315e+00 -2.8655e+00 +7.2726e-01 -1.6053e+00 -2.8287e-01 -6.9529e-01 -9.8093e-01 -7.4515e-01 -1.2452e+00 +2.1310e+00
64 +3.828495612e+03 +3.828495612e+03 +4.828495612e+03 +4.828495612e+03 +3.9503e+00 -1.9135e+00 +1.2406e+00 +2.1846e+00 -2.9278e+00 +2.9438e+00 +1.7268e+00 +1.4245e-01 +4.4522e-01 +4.5719e-01 -2.7450e+00 -2.5729e+00 +5.1369e-01 -1.6214e+00 -3.7625e-01 -8.2179e-01 -1.0367e+00 -7.6853e-01 -1.2451e+00 +2.1310e+00
85 +5.985959861e+02 +5.985959861e+02 +1.598595986e+03 +1.598595986e+03 +3.2826e+00 -1.3696e+00 +9.2631e-01 +1.4874e+00 -2.7981e+00 +2.5046e+00 +1.3986e+00 +2.0866e-01 +3.9339e-02 -1.9682e-01 -2.5782e+00 -2.0215e+00 +5.0568e-02 -1.6563e+00 -5.7598e-01 -1.0845e+00 -1.1593e+00 -8.2011e-01 -1.2447e+00 +2.1310e+00
106 +1.482051793e+02 +1.482051793e+02 +1.148205179e+03 +1.148205179e+03 +2.9773e+00 -1.1482e+00 +8.1614e-01 +1.1997e+00 -2.7460e+00 +2.3309e+00 +1.2533e+00 +2.2804e-01 -7.5553e-02 -3.7751e-01 -2.5321e+00 -1.8680e+00 -7.3323e-02 -1.6684e+00 -6.4536e-01 -1.1754e+00 -1.2018e+00 -8.3808e-01 -1.2444e+00 +2.1309e+00
127 +2.010978670e+01 +2.010978670e+01 +1.020109787e+03 +1.020109787e+03 +2.6992e+00 -9.6993e-01 +7.2638e-01 +9.6915e-01 -2.7053e+00 +2.1977e+00 +1.1282e+00 +2.4448e-01 -1.7216e-01 -5.2918e-01 -2.4937e+00 -1.7400e+00 -1.7700e-01 -1.6786e+00 -7.0316e-01 -1.2513e+00 -1.2378e+00 -8.5318e-01 -1.2439e+00 +2.1309e+00
148 +1.020090986e+01 +1.020090986e+01 +1.010200910e+03 +1.010200910e+03 +2.6218e+00 -9.3416e-01 +7.0738e-01 +9.2296e-01 -2.6971e+00 +2.1703e+00 +1.1022e+00 +2.4843e-01 -1.9445e-01 -5.6372e-01 -2.4849e+00 -1.7109e+00 -2.0077e-01 -1.6808e+00 -7.1617e-01 -1.2688e+00 -1.2461e+00 -8.5673e-01 -1.2435e+00 +2.1309e+00
169 +4.425531415e+00 +4.425531415e+00 +1.004425531e+03 +1.004425531e+03 +2.5076e+00 -8.8188e-01 +6.7945e-01 +8.5543e-01 -2.6852e+00 +2.1292e+00 +1.0671e+00 +2.5442e-01 -2.2720e-01 -6.1406e-01 -2.4721e+00 -1.6681e+00 -2.3573e-01 -1.6840e+00 -7.3503e-01 -1.2947e+00 -1.2585e+00 -8.6209e-01 -1.2428e+00 +2.1308e+00
274 +3.892283238e+00 +3.892283238e+00 +1.003892283e+03 +1.003892283e+03 +2.3307e+00 -8.2678e-01 +5.8940e-01 +7.7647e-01 -2.7052e+00 +1.9661e+00 +1.0787e+00 +3.4473e-01 -3.3472e-01 -6.2780e-01 -2.4440e+00 -1.5658e+00 -3.6460e-01 -1.6834e+00 -6.9376e-01 -1.4153e+00 -1.3187e+00 -9.3918e-01 -1.1473e+00 +2.1241e+00
757 +2.474717759e+00 +2.474717759e+00 +1.002474718e+03 +1.002474718e+03 +2.5050e+00 -9.1506e-01 +4.8687e-01 +8.6234e-01 -2.8285e+00 +1.9700e+00 +1.0648e+00 +5.1638e-01 -2.6516e-01 -4.2801e-01 -2.4925e+00 -1.5229e+00 -5.0946e-01 -1.7124e+00 -5.9136e-01 -1.4281e+00 -1.3649e+00 -1.0343e+00 -1.1425e+00 +1.9619e+00
