% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.299307739e+02 +3.299307739e+02 +2.775807739e+02 +2.775807739e+02 -1.9800e+00 +1.9335e-01 -2.5094e+00 -6.0498e-01 -1.6636e+00 -3.4785e+00 -1.0621e+00 +4.6055e+00 -3.4687e+00 -2.0221e+00 -2.1826e+00 +3.3651e+00 -4.1051e+00 +3.4772e-01 -3.0194e+00 +1.0818e+00 -3.7957e+00 +2.1329e-01 -4.6431e+00 +3.6331e+00
22 +2.152634676e+02 +2.152634676e+02 +1.629134676e+02 +1.629134676e+02 -2.6691e+00 +3.2263e-01 -2.1919e+00 -5.4947e-01 -1.3947e+00 -3.5113e+00 -9.9041e-01 +4.0544e+00 -3.2553e+00 -2.0051e+00 -1.5327e+00 +2.8993e+00 -3.7457e+00 +7.4849e-02 -2.4378e+00 +6.0419e-01 -3.9398e+00 +5.0601e-01 -3.6431e+00 +3.5841e+00
43 +9.235483296e+01 +9.235483296e+01 +4.000483296e+01 +4.000483296e+01 -3.7849e+00 +1.4813e-01 -1.2463e+00 -2.1767e-01 -1.0653e+00 -3.2783e+00 -1.4316e+00 +2.4568e+00 -2.5488e+00 -2.3284e+00 -1.7807e-01 +2.5510e+00 -3.1349e+00 -4.7601e-01 -1.0497e+00 +7.1368e-03 -3.8517e+00 +7.9191e-01 -1.2605e+00 +2.8132e+00
64 +5.295397869e+01 +5.295397869e+01 +6.039786917e-01 +6.039786917e-01 -4.2489e+00 -3.5413e-01 -7.7206e-01 +2.6506e-01 -1.1509e+00 -2.7303e+00 -2.0198e+00 +1.2261e+00 -2.1809e+00 -2.5723e+00 +5.0085e-01 +2.5045e+00 -2.4263e+00 -8.6961e-01 -3.5660e-01 -2.3694e-01 -3.3504e+00 +7.6663e-01 +1.8243e-01 +2.1637e+00
85 +2.762075243e+01 +2.762075243e+01 -2.472924757e+01 -2.472924757e+01 -4.6375e+00 -1.0765e+00 -2.5590e-01 +8.9748e-01 -1.3358e+00 -1.7459e+00 -2.8647e+00 -3.7501e-01 -1.7045e+00 -2.9522e+00 +1.2848e+00 +2.4288e+00 -1.4258e+00 -1.5049e+00 +4.1302e-01 -5.3243e-01 -2.5649e+00 +6.7589e-01 +1.8552e+00 +1.2763e+00
106 +2.271736946e+01 +2.271736946e+01 -2.963263054e+01 -2.963263054e+01 -4.7597e+00 -1.3793e+00 +5.4391e-03 +1.0856e+00 -1.3938e+00 -1.1538e+00 -3.2243e+00 -1.1151e+00 -1.3907e+00 -3.1669e+00 +1.6633e+00 +2.3228e+00 -8.8575e-01 -1.8267e+00 +7.3322e-01 -7.0820e-01 -2.1813e+00 +5.9611e-01 +2.5306e+00 +8.0467e-01
190 +8.652546896e+00 +8.652546896e+00 -4.369745310e+01 -4.369745310e+01 -3.4982e+00 -1.5008e+00 +1.7748e+00 -4.6656e-01 -1.8366e+00 +3.1237e+00 -4.2535e+00 -2.4309e+00 +1.4196e+00 -3.7957e+00 +2.5712e+00 +8.0057e-01 +2.5622e+00 -2.3158e+00 +6.9599e-01 -5.0712e-01 -7.3639e-01 -8.9086e-01 +2.3413e+00 -2.5823e+00
253 +6.066968258e+00 +6.066968258e+00 -4.628303174e+01 -4.628303174e+01 -2.3104e+00 -9.9087e-01 +2.2412e+00 -1.8742e+00 -1.9866e+00 +4.2883e+00 -4.1006e+00 -1.2661e+00 +2.3407e+00 -3.5313e+00 +2.3783e+00 +1.4202e-01 +3.3503e+00 -1.7435e+00 -2.7925e-01 +1.9805e-01 -7.4382e-01 -1.2624e+00 +8.3563e-01 -3.5396e+00
337 +2.883726844e+00 +2.883726844e+00 -4.946627316e+01 -4.946627316e+01 -1.6670e+00 -1.1933e+00 +2.2235e+00 -2.1774e+00 -1.9289e+00 +2.7016e+00 -3.6329e+00 +1.0752e+00 +1.5866e+00 -2.3475e+00 +3.0422e+00 +6.0377e-02 +2.5302e+00 -6.7315e-01 -1.8884e+00 +1.1923e+00 -1.7052e+00 +1.4325e+00 +2.0200e+00 -2.8607e+00
358 +1.895319353e+00 +1.895319353e+00 -5.045468065e+01 -5.045468065e+01 -1.6888e+00 -1.2696e+00 +2.4333e+00 -2.1729e+00 -1.9706e+00 +3.3466e+00 -3.8695e+00 +4.7089e-01 +1.9690e+00 -2.5867e+00 +3.1435e+00 -6.7843e-02 +3.0343e+00 -9.4310e-01 -1.6030e+00 +1.0300e+00 -1.3718e+00 +1.0051e+00 +2.1124e+00 -3.3144e+00
