% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.211508609e+02 +1.211508609e+02 +1.042108609e+02 +1.042108609e+02 +3.8507e+00 -1.4887e+00 -3.1394e+00 -4.3659e-03 +4.5105e-01 +1.3298e+00 +2.6802e+00 -3.1572e+00 -3.9304e+00 -2.2452e+00 -2.3555e+00 -3.0740e+00 -2.2971e+00 +8.4121e-01 -8.7377e-02 +2.9430e+00 -3.1021e+00 +3.2806e-01 +2.7338e+00 +1.5487e+00
22 +8.365899556e+01 +8.365899556e+01 +6.671899556e+01 +6.671899556e+01 +2.9033e+00 -1.1021e+00 -3.4197e+00 -1.0044e+00 +6.8799e-01 +1.2658e+00 +3.4036e+00 -2.7489e+00 -3.3979e+00 -2.8806e+00 -1.7143e+00 -2.7741e+00 -2.2867e+00 -5.4119e-02 +5.5249e-01 +3.2961e+00 -3.4228e+00 -3.7286e-01 +1.8988e+00 +2.3897e+00
85 +5.720403703e+01 +5.720403703e+01 +4.026403703e+01 +4.026403703e+01 +3.0172e+00 -1.1949e+00 -3.9209e+00 -1.4534e+00 +9.6135e-01 +1.7124e+00 +3.5819e+00 -2.9334e+00 -2.9431e+00 -3.1002e+00 -1.8939e+00 -2.7279e+00 -2.3706e+00 -7.2707e-02 +1.2366e+00 +3.3596e+00 -3.6749e+00 -2.3041e-01 +1.7121e+00 +2.5148e+00
526 +3.939651831e+01 +3.939651831e+01 +2.245651831e+01 +2.245651831e+01 +3.1920e+00 -1.0550e+00 -4.1010e+00 -1.3629e+00 +5.5095e-01 +1.7912e+00 +3.6870e+00 -2.8976e+00 -2.8175e+00 -3.1682e+00 -1.5643e+00 -2.5996e+00 -2.3324e+00 +2.8512e-01 +1.3898e+00 +3.4769e+00 -3.6060e+00 -3.0925e-01 +1.7110e+00 +2.3490e+00
361915 +2.469430264e+01 +2.469430264e+01 +7.754302639e+00 +7.754302639e+00 -1.4560e+00 +4.5814e+00 -4.5446e+00 +1.2674e+00 +5.2934e+00 -2.2352e+00 -5.5757e-01 -1.4422e+00 -2.1289e+00 -1.3882e+00 +4.1235e+00 -2.0639e+00 -5.1191e+00 -2.2442e+00 +1.9074e+00 +1.1732e+00 +4.1226e+00 -1.9367e+00 -2.1656e+00 -1.9139e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.454396663e+01 +7.454396663e+01 +9.335396663e+01 +9.335396663e+01 +2.2963e+00 -2.7775e+00 +7.1356e-01 -3.3547e+00 +6.7498e-01 -4.4675e+00 +3.2463e+00 +1.3590e+00 +3.4467e+00 +1.7915e+00 -6.5278e-01 +4.4174e+00 -2.5343e+00 +3.6011e+00 +5.3764e-01 -6.2289e-01 -2.7764e+00 -3.6013e+00 -2.2114e+00 -7.1484e-01
106 +5.299673594e+01 +5.299673594e+01 +7.180673594e+01 +7.180673594e+01 +2.3297e+00 -3.0836e+00 +4.3138e-01 -3.2870e+00 +6.5759e-01 -4.4857e+00 +3.3597e+00 +1.2863e+00 +3.5410e+00 +1.7271e+00 -6.0316e-01 +4.5411e+00 -2.8114e+00 +3.4834e+00 +4.9298e-01 -7.6599e-01 -2.4932e+00 -3.8118e+00 -2.2400e+00 -9.1236e-01
253 +3.871679387e+01 +3.871679387e+01 +5.752679387e+01 +5.752679387e+01 +2.3956e+00 -3.1299e+00 +5.4299e-01 -3.3252e+00 +8.0604e-01 -4.5327e+00 +3.3787e+00 +1.1141e+00 +3.6817e+00 +1.5261e+00 -6.2698e-01 +4.3989e+00 -2.8362e+00 +3.3631e+00 +3.8600e-01 -7.6832e-01 -2.4836e+00 -3.7605e+00 -2.3947e+00 -9.0001e-01
81376 +2.511001139e+01 +2.511001139e+01 +4.392001139e+01 +4.392001139e+01 +4.3864e+00 +2.6705e+00 -6.7289e-01 +1.8325e+00 +4.2901e+00 -1.7009e+00 +4.6733e+00 +3.9012e+00 +4.7292e+00 +5.4754e-01 -4.0203e+00 -1.3180e+00 +3.5103e+00 +3.1215e+00 -3.2843e+00 -4.0090e+00 -3.5325e+00 +1.1809e+00 +2.0989e+00 +3.8141e-01
