% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.907644723e+00 +7.907644723e+00 +1.477764472e+01 +1.477764472e+01 +3.4038e+00 -2.2237e+00 -3.6468e+00 -4.0467e+00 +4.8465e+00 -4.8221e+00 +3.2118e+00 -5.4288e-02 -3.0163e+00 +4.5570e+00 -8.0031e-01 -1.6546e+00 -4.3974e+00 -3.3439e+00 +1.2328e+00 -4.6424e+00 -1.8432e+00 +4.2759e+00 +9.1870e-01 +3.4904e+00
169 +5.712255584e+00 +5.712255584e+00 +1.258225558e+01 +1.258225558e+01 +3.4025e+00 -2.2222e+00 -3.6456e+00 -4.0474e+00 +4.8518e+00 -4.8223e+00 +3.2139e+00 -5.3688e-02 -3.0183e+00 +4.5574e+00 -8.0331e-01 -1.6537e+00 -4.3949e+00 -3.3404e+00 +1.2350e+00 -4.6361e+00 -1.8432e+00 +4.2755e+00 +9.2221e-01 +3.4944e+00
715 +3.977744189e+00 +3.977744189e+00 +1.084774419e+01 +1.084774419e+01 +3.4020e+00 -2.2213e+00 -3.6446e+00 -4.0481e+00 +4.8554e+00 -4.8226e+00 +3.2154e+00 -5.0820e-02 -3.0197e+00 +4.5598e+00 -8.0479e-01 -1.6537e+00 -4.3950e+00 -3.3393e+00 +1.2357e+00 -4.6339e+00 -1.8437e+00 +4.2752e+00 +9.2392e-01 +3.4946e+00
56953 +2.310572273e+00 +2.310572273e+00 +9.180572273e+00 +9.180572273e+00 -2.8510e-01 -3.4972e+00 -1.3860e+00 +2.7732e+00 -1.8549e+00 +1.0742e+00 -3.1886e-01 +2.6371e+00 -2.1851e+00 -1.9034e+00 -4.1533e+00 -2.8545e+00 -4.8581e+00 -2.8556e-01 +1.8202e+00 +4.0588e+00 -5.0993e+00 +4.9974e+00 -8.8716e-01 -3.6358e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.013579926e+01 +2.013579926e+01 +2.014579926e+01 +2.014579926e+01 +7.0396e-01 +3.9405e+00 -3.4546e+00 +4.7311e+00 -9.8113e-01 +4.8683e+00 +3.8109e+00 -1.9056e+00 -2.8694e+00 -4.5747e+00 -1.2934e-02 -1.5244e+00 +4.2811e+00 -1.9874e+00 +4.1484e-01 -3.4709e+00 -4.2236e+00 +2.6178e+00 +2.6557e+00 +1.9860e+00
22 +5.304390943e+00 +5.304390943e+00 +5.314390943e+00 +5.314390943e+00 +1.3153e+00 +4.5959e+00 -3.3406e+00 +4.9845e+00 -1.1649e+00 +4.5758e+00 +3.8517e+00 -2.1744e+00 -2.8765e+00 -5.0003e+00 -1.0316e-01 -2.5244e+00 +4.9859e+00 -2.0886e+00 +9.7419e-01 -4.0095e+00 -5.0279e+00 +2.8580e+00 +2.7346e+00 +1.9502e+00
30934 +2.711224554e+00 +2.711224554e+00 +2.721224554e+00 +2.721224554e+00 -3.9031e+00 -1.1821e+00 -1.8216e+00 +2.4287e+00 -5.6171e-01 +2.6419e+00 -3.7339e+00 -1.2187e-01 +3.3078e+00 -4.3990e+00 -4.9268e+00 -3.5807e+00 -3.0219e+00 -3.8181e+00 -4.7690e+00 -3.5526e+00 +5.5866e-01 -3.9845e+00 +1.9827e+00 +1.0343e+00
30976 +1.457997057e+00 +1.457997057e+00 +1.467997057e+00 +1.467997057e+00 -3.9027e+00 -1.1772e+00 -1.8129e+00 +2.4289e+00 -5.5710e-01 +2.6389e+00 -3.7366e+00 -1.2444e-01 +3.3049e+00 -4.3979e+00 -4.9270e+00 -3.5792e+00 -3.0125e+00 -3.8184e+00 -4.7675e+00 -3.5487e+00 +5.5612e-01 -3.9849e+00 +1.9816e+00 +1.0293e+00
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.101867068e+01 +1.101867068e+01 -1.195913293e+02 -1.195913293e+02 +4.5088e+00 +1.6241e+00 -2.2055e+00 -1.2283e+00 -3.3709e+00 +2.2752e+00 +1.3171e+00 -6.5097e-01 -3.9872e+00 -8.2405e-01 +2.2115e+00 +4.4371e+00 +3.3024e+00 +6.7648e-01 -9.5818e-01 -4.5934e+00 +2.6892e+00 +1.8845e+00 -4.6594e-01 -1.9372e+00
64 +8.284282895e+00 +8.284282895e+00 -1.223257171e+02 -1.223257171e+02 +4.3921e+00 +1.6247e+00 -2.2161e+00 -1.2806e+00 -3.3511e+00 +2.3472e+00 +1.2811e+00 -6.9960e-01 -3.9968e+00 -8.6302e-01 +2.2173e+00 +4.4136e+00 +3.3593e+00 +6.8011e-01 -9.0632e-01 -4.7134e+00 +2.6402e+00 +1.8619e+00 -6.2536e-01 -1.8354e+00
190 +6.248368336e+00 +6.248368336e+00 -1.243616317e+02 -1.243616317e+02 +4.3768e+00 +1.6250e+00 -2.2148e+00 -1.2840e+00 -3.3463e+00 +2.3568e+00 +1.2774e+00 -7.0371e-01 -3.9971e+00 -8.6264e-01 +2.2159e+00 +4.4129e+00 +3.3672e+00 +6.8140e-01 -8.9864e-01 -4.7296e+00 +2.6348e+00 +1.8615e+00 -6.3897e-01 -1.8245e+00
