% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.145564090e+02 +4.145564090e+02 +4.053464090e+02 +4.053464090e+02 -3.5214e+00 -3.9916e+00 +2.8846e+00 -4.0855e+00 -2.2235e+00 -3.9915e+00 +3.7994e+00 -9.3739e-01 +4.6278e+00 -6.4174e-01 +3.3504e+00 -1.9971e+00 +3.3924e+00 -2.1313e+00 +1.1625e+00 +1.9904e+00 -1.4419e+00 -8.9206e-02 +1.5050e+00 +2.0985e+00
22 +3.684612379e+02 +3.684612379e+02 +3.592512379e+02 +3.592512379e+02 -3.4214e+00 -3.8787e+00 +3.0120e+00 -3.9417e+00 -2.3859e+00 -3.8082e+00 +4.0063e+00 -7.0382e-01 +4.8915e+00 -9.3938e-01 +3.0144e+00 -2.3764e+00 +3.8205e+00 -1.6480e+00 +6.1697e-01 +1.3745e+00 -7.4669e-01 +6.9555e-01 +6.1916e-01 +3.0985e+00
43 +9.284275747e+01 +9.284275747e+01 +8.363275747e+01 +8.363275747e+01 -2.5214e+00 -2.8628e+00 +4.1589e+00 -2.6471e+00 -3.8473e+00 -2.1586e+00 +5.8685e+00 +1.3983e+00 +7.2645e+00 -3.6181e+00 -9.4085e-03 -5.7898e+00 +7.6737e+00 +2.7017e+00 -4.2931e+00 -4.1681e+00 +5.5101e+00 +7.7584e+00 -7.3536e+00 +1.2098e+01
64 +2.685314549e+01 +2.685314549e+01 +1.764314549e+01 +1.764314549e+01 -7.4741e-01 -8.6022e-01 +6.4194e+00 -9.5285e-02 -6.7279e+00 +1.0931e+00 +6.6693e+00 +5.5419e+00 +8.2849e+00 -8.8981e+00 -5.9697e+00 -7.2576e+00 +9.3306e+00 +1.1275e+01 -1.3971e+01 -1.5093e+01 +8.2004e+00 +1.0795e+01 -1.0782e+01 +1.5968e+01
85 +1.778851284e+01 +1.778851284e+01 +8.578512843e+00 +8.578512843e+00 +4.2933e-01 +4.6812e-01 +6.5635e+00 +1.5974e+00 -6.9114e+00 +3.2501e+00 +6.7491e+00 +5.8059e+00 +8.3865e+00 -9.2345e+00 -6.3494e+00 -7.4038e+00 +9.4957e+00 +1.1821e+01 -1.4588e+01 -1.5789e+01 +8.4685e+00 +1.1098e+01 -1.1123e+01 +1.6354e+01
106 +2.131628207e-14 +2.131628207e-14 -9.210000000e+00 -9.210000000e+00 +1.1020e+01 +1.2423e+01 +7.8596e+00 +1.6831e+01 -8.5631e+00 +2.2662e+01 +7.4670e+00 +8.1818e+00 +9.3014e+00 -1.2262e+01 -9.7670e+00 -8.7198e+00 +1.0981e+01 +1.6738e+01 -2.0137e+01 -2.2054e+01 +1.0881e+01 +1.3821e+01 -1.4197e+01 +1.9824e+01
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.338565062e+02 +3.338565062e+02 +9.898465062e+02 +9.898465062e+02 -3.1742e-01 -9.8166e-01 +1.4959e+00 -2.0705e+00 +3.8776e+00 -1.5733e+00 -1.8871e+00 -3.9042e-01 -3.8500e-01 -1.8219e-01 +6.0383e-01 -3.9236e+00 -8.8733e-01 +2.5239e+00 -3.1870e-01 +1.3311e+00 -3.3649e+00 -7.7124e-02 +3.4660e+00 +3.6064e+00
43 +9.984872037e+01 +9.984872037e+01 +7.558387204e+02 +7.558387204e+02 +6.8258e-01 -2.1105e+00 +2.2161e-01 -6.3203e-01 +2.2538e+00 -3.4063e+00 -3.9562e+00 +1.9453e+00 -3.0217e+00 -3.1585e+00 +3.9636e+00 -1.3092e-01 +3.3940e+00 -2.3091e+00 +5.1369e+00 +7.4896e+00 -1.0317e+01 -7.9247e+00 +1.2325e+01 +1.3606e+01
64 +2.044114295e+01 +2.044114295e+01 +6.764311429e+02 +6.764311429e+02 +2.2716e+00 -3.9043e+00 -1.8033e+00 +1.6537e+00 -3.2644e-01 -6.3189e+00 -7.2442e+00 +5.6568e+00 -7.2114e+00 -7.8881e+00 +9.3025e+00 +5.8958e+00 +1.0197e+01 -9.9887e+00 +6.7436e+00 +9.3034e+00 -1.2364e+01 -1.0236e+01 +1.4934e+01 +1.6552e+01
85 +1.017865478e+01 +1.017865478e+01 +6.661686548e+02 +6.661686548e+02 +3.5030e+00 -5.2943e+00 -3.3724e+00 +3.4250e+00 -2.3259e+00 -6.5792e+00 -7.5380e+00 +5.9886e+00 -7.5858e+00 -8.3107e+00 +9.7797e+00 +6.4344e+00 +1.0805e+01 -1.0675e+01 +6.9776e+00 +9.5675e+00 -1.2662e+01 -1.0573e+01 +1.5314e+01 +1.6980e+01
106 +1.136868377e-13 +1.136868377e-13 +6.559900000e+02 +6.559900000e+02 +1.7338e+01 -1.3290e+01 -2.1002e+01 +2.3326e+01 -2.4791e+01 -9.2925e+00 -1.0601e+01 +9.4461e+00 -1.1489e+01 -1.2717e+01 +1.4753e+01 +1.2049e+01 +1.7143e+01 -1.7829e+01 +9.4164e+00 +1.2320e+01 -1.5770e+01 -1.4081e+01 +1.9274e+01 +2.1451e+01
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.881963837e+02 +3.881963837e+02 +4.549063837e+02 +4.549063837e+02 +9.7292e-01 +6.6472e-01 -3.1406e+00 +3.5941e+00 +3.5571e+00 +5.5673e-01 +2.7977e+00 -5.9248e-01 +4.8031e+00 +2.7719e+00 +4.2666e+00 +3.6229e+00 +4.5220e+00 -2.3261e+00 +2.8575e+00 -1.4509e+00 +7.5521e-01 -4.9016e+00 +2.5886e-01 +9.2419e-01
