% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.614239962e+07 +1.614239962e+07 +1.614234468e+07 +1.614234468e+07 -1.8372e-01 -4.2460e+00 -3.1883e+00 -6.0008e-01 -2.5265e+00 +7.1578e-01 +8.9979e-01 -4.6849e+00 +4.9475e+00 +4.4273e+00 +4.3542e+00 +1.2249e+00 +1.6570e+00 +1.4884e-01 -1.7349e+00 -4.9611e+00 -3.7045e+00 -1.7369e+00 +2.0678e+00 +2.3217e+00
22 +6.078358640e+06 +6.078358640e+06 +6.078303700e+06 +6.078303700e+06 -7.4945e-01 -4.9896e+00 -3.2222e+00 -7.9606e-01 -2.1625e+00 +7.4840e-01 +8.4618e-01 -4.9158e+00 +3.9475e+00 +4.4705e+00 +4.0435e+00 +1.1162e+00 +2.1593e+00 -4.3522e-01 -1.9312e+00 -5.1106e+00 -3.3051e+00 -8.2024e-01 +1.5805e+00 +1.9291e+00
43 +3.158138159e+06 +3.158138159e+06 +3.158083219e+06 +3.158083219e+06 -1.0896e+00 -5.5329e+00 -3.1817e+00 -8.9175e-01 -2.0430e+00 +7.0848e-01 +7.1217e-01 -5.0607e+00 +3.2864e+00 +4.3580e+00 +3.8122e+00 +1.1427e+00 +2.5062e+00 -8.2654e-01 -2.0578e+00 -5.1353e+00 -2.9411e+00 -2.7315e-01 +1.3086e+00 +1.7377e+00
64 +2.255123945e+06 +2.255123945e+06 +2.255069005e+06 +2.255069005e+06 -1.4298e+00 -6.0762e+00 -3.1412e+00 -9.8743e-01 -1.9236e+00 +6.6856e-01 +5.7817e-01 -5.2056e+00 +2.6252e+00 +4.2455e+00 +3.5808e+00 +1.1693e+00 +2.8532e+00 -1.2178e+00 -2.1843e+00 -5.1600e+00 -2.5771e+00 +2.7393e-01 +1.0368e+00 +1.5462e+00
85 +1.570280829e+06 +1.570280829e+06 +1.570225889e+06 +1.570225889e+06 -1.5317e+00 -5.5379e+00 -3.1736e+00 -8.5883e-01 -1.9220e+00 +5.5468e-01 +4.1101e-01 -5.1623e+00 +2.7675e+00 +4.2133e+00 +3.7330e+00 +1.4048e+00 +2.6922e+00 -1.0612e+00 -2.1869e+00 -5.0186e+00 -2.9533e+00 +2.5058e-01 +1.0719e+00 +1.8738e+00
169 +8.984926080e+05 +8.984926080e+05 +8.984376680e+05 +8.984376680e+05 -2.0032e+00 -5.2273e+00 -3.0063e+00 -5.7181e-01 -1.5776e+00 +1.8544e-01 -6.7041e-02 -5.1569e+00 +2.1837e+00 +4.0220e+00 +3.8438e+00 +1.6473e+00 +3.0449e+00 -1.1846e+00 -2.4153e+00 -4.9100e+00 -3.1616e+00 +9.9268e-01 +7.1141e-01 +2.2553e+00
232 +5.537686449e+05 +5.537686449e+05 +5.537137049e+05 +5.537137049e+05 -1.8652e+00 -5.8271e+00 -2.5711e+00 -1.1680e-02 -1.9169e+00 -3.1400e-01 -7.0260e-01 -4.9297e+00 +2.0083e+00 +3.2285e+00 +3.8293e+00 +2.0593e+00 +3.4198e+00 -1.3351e+00 -2.4931e+00 -4.5309e+00 -2.2982e+00 +9.2816e-01 +9.5815e-01 +2.7721e+00
316 +3.606704147e+05 +3.606704147e+05 +3.606154747e+05 +3.606154747e+05 -2.2614e+00 -5.7224e+00 -2.6867e+00 +4.5827e-02 -1.8653e+00 -4.5387e-01 -8.4546e-01 -4.7429e+00 +1.7352e+00 +3.1841e+00 +3.9497e+00 +2.1963e+00 +3.4341e+00 -1.3172e+00 -2.5045e+00 -4.2876e+00 -2.3697e+00 +1.0123e+00 +9.8027e-01 +3.1388e+00
421 +2.446225894e+05 +2.446225894e+05 +2.445676494e+05 +2.445676494e+05 -2.7081e+00 -6.1725e+00 -2.7050e+00 +2.3801e-01 -1.9255e+00 -7.6199e-01 -1.1771e+00 -4.3356e+00 +1.3125e+00 +2.8805e+00 +4.0382e+00 +2.4074e+00 +3.5688e+00 -1.3928e+00 -2.3811e+00 -3.7937e+00 -1.8695e+00 +9.4309e-01 +1.1776e+00 +3.7620e+00
610 +1.557380789e+05 +1.557380789e+05 +1.556831389e+05 +1.556831389e+05 -3.2186e+00 -6.5900e+00 -2.8127e+00 +2.7218e-01 -1.4974e+00 -8.3254e-01 -1.3574e+00 -3.8720e+00 +1.1915e+00 +3.1239e+00 +4.2092e+00 +2.4083e+00 +3.3271e+00 -1.6687e+00 -1.6933e+00 -3.0989e+00 -1.4487e+00 +6.6240e-01 +1.4827e+00 +4.3271e+00
694 +9.243577561e+04 +9.243577561e+04 +9.238083561e+04 +9.238083561e+04 -3.3841e+00 -6.7837e+00 -2.4980e+00 +2.9811e-01 -6.0187e-01 -8.5040e-01 -1.5571e+00 -3.5235e+00 +1.2717e+00 +3.6385e+00 +4.4655e+00 +2.0547e+00 +3.1467e+00 -2.1394e+00 -7.6613e-01 -2.4538e+00 -1.1725e+00 +4.7289e-01 +1.6323e+00 +4.5735e+00
883 +6.210879612e+04 +6.210879612e+04 +6.205385612e+04 +6.205385612e+04 -3.4547e+00 -6.4177e+00 -1.8704e+00 -1.1244e-03 -3.9066e-01 -8.8555e-01 -1.7900e+00 -3.2819e+00 +9.3515e-01 +3.7715e+00 +4.8064e+00 +1.7020e+00 +3.2598e+00 -2.7023e+00 -3.5421e-01 -1.5489e+00 -1.1673e+00 +7.4756e-02 +1.9183e+00 +4.5213e+00
988 +3.310198675e+04 +3.310198675e+04 +3.304704675e+04 +3.304704675e+04 -3.6976e+00 -6.1568e+00 -1.0987e+00 -3.1374e-01 +8.4554e-02 -8.8866e-01 -2.0740e+00 -2.8033e+00 +3.8860e-01 +4.0996e+00 +5.3633e+00 +1.1447e+00 +3.4202e+00 -3.6912e+00 +3.0248e-01 -1.3211e-01 -9.1726e-01 -5.2144e-01 +2.4776e+00 +4.5170e+00
1051 +2.396700944e+04 +2.396700944e+04 +2.391206944e+04 +2.391206944e+04 -3.7952e+00 -5.9197e+00 -6.1689e-01 -4.8232e-01 +3.6111e-01 -8.1780e-01 -2.2055e+00 -2.5544e+00 +5.1419e-02 +4.3532e+00 +5.7503e+00 +7.7540e-01 +3.5425e+00 -4.4384e+00 +6.1654e-01 +7.7768e-01 -7.7201e-01 -9.2260e-01 +2.9152e+00 +4.3939e+00
1135 +1.509943778e+04 +1.509943778e+04 +1.504449778e+04 +1.504449778e+04 -3.6595e+00 -5.5198e+00 -1.8012e-01 -3.2625e-01 +5.2694e-01 -6.8440e-01 -2.3622e+00 -2.5702e+00 -1.7269e-01 +4.5397e+00 +6.1060e+00 +5.9923e-01 +3.7523e+00 -5.3431e+00 +5.1916e-01 +1.4547e+00 -6.6829e-01 -1.1415e+00 +3.4206e+00 +4.0876e+00
1219 +8.981025190e+03 +8.981025190e+03 +8.926085190e+03 +8.926085190e+03 -3.7105e+00 -5.6842e+00 -4.5589e-01 -1.2041e-01 +5.9703e-01 -6.9250e-01 -2.3507e+00 -2.6188e+00 -2.2715e-02 +4.5690e+00 +5.9985e+00 +7.7831e-01 +3.6384e+00 -5.1872e+00 +4.9574e-01 +1.1910e+00 -6.3875e-01 -9.7395e-01 +3.3437e+00 +4.2501e+00
1303 +5.794460233e+03 +5.794460233e+03 +5.739520233e+03 +5.739520233e+03 -3.7630e+00 -5.5250e+00 -2.1163e-01 -1.0925e-01 +7.5238e-01 -6.4440e-01 -2.4666e+00 -2.4749e+00 -2.4492e-01 +4.7392e+00 +6.2448e+00 +6.0570e-01 +3.7096e+00 -5.7040e+00 +6.4055e-01 +1.7645e+00 -5.2057e-01 -1.2363e+00 +3.7002e+00 +4.2354e+00
1702 +3.964386293e+03 +3.964386293e+03 +3.909446293e+03 +3.909446293e+03 -3.5111e+00 -5.4814e+00 -4.7835e-01 +6.8909e-02 +6.0541e-01 -6.4636e-01 -2.5633e+00 -2.6976e+00 -5.1798e-01 +4.8898e+00 +5.9597e+00 +5.5646e-01 +3.7696e+00 -5.5336e+00 +6.3180e-01 +1.3922e+00 -5.3965e-01 -1.3190e+00 +3.7663e+00 +4.4992e+00
2227 +2.395164666e+03 +2.395164666e+03 +2.340224666e+03 +2.340224666e+03 -3.3834e+00 -5.4842e+00 -3.5104e-01 +2.2964e-01 +8.8766e-01 -6.7495e-01 -2.7351e+00 -2.6647e+00 -9.2640e-01 +4.9118e+00 +5.6999e+00 +3.4132e-01 +3.4271e+00 -5.6815e+00 +6.1058e-01 +1.6455e+00 -6.3928e-01 -1.5152e+00 +4.0003e+00 +4.5108e+00
2563 +1.560443304e+03 +1.560443304e+03 +1.505503304e+03 +1.505503304e+03 -3.1309e+00 -5.3578e+00 -3.1213e-01 +4.2899e-01 +1.0259e+00 -6.3727e-01 -2.8501e+00 -2.7970e+00 -1.4292e+00 +5.0260e+00 +5.3542e+00 +1.6629e-01 +3.2052e+00 -5.7321e+00 +4.9615e-01 +1.5843e+00 -7.0409e-01 -1.7370e+00 +4.2909e+00 +4.6045e+00
3214 +9.992218450e+02 +9.992218450e+02 +9.442818450e+02 +9.442818450e+02 -2.9558e+00 -5.0831e+00 -3.3685e-01 +4.7491e-01 +1.6688e+00 -6.2251e-01 -2.5019e+00 -3.0060e+00 -1.8287e+00 +4.4863e+00 +4.9602e+00 +1.3014e-01 +2.7111e+00 -5.4631e+00 +2.3634e-01 +1.6515e+00 -4.2535e-01 -1.9051e+00 +4.3879e+00 +4.6217e+00
4600 +6.059869006e+02 +6.059869006e+02 +5.510469006e+02 +5.510469006e+02 -2.8554e+00 -4.3434e+00 -2.7982e-01 +1.9892e+00 +2.5453e+00 +8.1194e-01 -1.3309e+00 -3.0729e+00 -2.6906e+00 +3.5392e+00 +3.4864e+00 +2.8876e-01 +2.8111e+00 -4.6647e+00 +5.4441e-01 +2.8375e+00 -8.1486e-02 -2.5764e+00 +3.6178e+00 +4.3916e+00
5335 +3.817113796e+02 +3.817113796e+02 +3.267713796e+02 +3.267713796e+02 -2.6438e+00 -3.7059e+00 -4.5838e-01 +2.7134e+00 +2.3075e+00 +2.0070e+00 -9.5637e-01 -2.2679e+00 -3.0124e+00 +2.9478e+00 +3.0259e+00 +3.7305e-01 +2.9977e+00 -4.4185e+00 +1.4130e+00 +3.0757e+00 +1.4335e-01 -2.0329e+00 +3.4594e+00 +4.0393e+00
6175 +2.354436473e+02 +2.354436473e+02 +1.805036473e+02 +1.805036473e+02 -2.4512e+00 -2.9261e+00 -7.0831e-01 +3.1678e+00 +2.5832e+00 +2.6025e+00 -1.1169e+00 -1.3688e+00 -3.4163e+00 +2.6978e+00 +2.1788e+00 +4.0982e-01 +2.9192e+00 -3.8363e+00 +1.7413e+00 +3.5598e+00 +6.8797e-01 -1.6932e+00 +3.7223e+00 +3.2385e+00
6259 +1.485134615e+02 +1.485134615e+02 +9.357346148e+01 +9.357346148e+01 -2.5502e+00 -2.6694e+00 -8.1275e-01 +3.2418e+00 +2.4826e+00 +2.6471e+00 -1.0770e+00 -1.1308e+00 -3.3175e+00 +2.5765e+00 +2.0379e+00 +3.2753e-01 +2.8879e+00 -3.9524e+00 +1.8121e+00 +3.4475e+00 +9.2037e-01 -1.6859e+00 +3.4653e+00 +3.1950e+00
6301 +7.416307890e+01 +7.416307890e+01 +1.922307890e+01 +1.922307890e+01 -2.5954e+00 -2.0240e+00 -9.9103e-01 +3.5955e+00 +2.5207e+00 +2.9066e+00 -1.3047e+00 -4.1449e-01 -3.4412e+00 +2.5837e+00 +1.2878e+00 +2.7547e-01 +2.8367e+00 -3.6933e+00 +1.9102e+00 +3.6062e+00 +1.4046e+00 -1.6308e+00 +3.3914e+00 +2.6427e+00
6322 +4.252564595e+01 +4.252564595e+01 -1.241435405e+01 -1.241435405e+01 -2.6278e+00 -1.7404e+00 -1.0896e+00 +3.7565e+00 +2.5515e+00 +2.9942e+00 -1.4105e+00 -1.1587e-01 -3.4815e+00 +2.5975e+00 +9.1330e-01 +2.6169e-01 +2.8127e+00 -3.5401e+00 +1.9188e+00 +3.6635e+00 +1.6335e+00 -1.6277e+00 +3.3275e+00 +2.3929e+00
