% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.071991974e+07 +2.071991974e+07 +2.071986480e+07 +2.071986480e+07 +8.6820e-01 -2.8274e+00 +1.5099e-01 -1.4032e+00 -1.6881e+00
7 +9.980260782e+06 +9.980260782e+06 +9.980205842e+06 +9.980205842e+06 -1.3180e-01 -2.3794e+00 -4.1651e-01 -1.4663e+00 -1.1244e+00
13 +2.415953024e+06 +2.415953024e+06 +2.415898084e+06 +2.415898084e+06 -1.5214e+00 -1.7096e+00 -1.2453e+00 -1.4602e+00 -2.9791e-01
25 +7.052738958e+05 +7.052738958e+05 +7.052189558e+05 +7.052189558e+05 -2.3030e+00 -1.3196e+00 -1.7228e+00 -1.4304e+00 +1.7913e-01
37 +6.108523603e+05 +6.108523603e+05 +6.107974203e+05 +6.107974203e+05 -2.3304e+00 -1.1552e+00 -1.8676e+00 -1.1306e+00 +3.3344e-01
61 +3.355997740e+05 +3.355997740e+05 +3.355448340e+05 +3.355448340e+05 -1.9866e+00 -5.0654e-01 -2.3553e+00 +4.8515e-01 +8.7375e-01
67 +1.813868836e+05 +1.813868836e+05 +1.813319436e+05 +1.813319436e+05 -1.7515e+00 -4.9112e-01 -2.3259e+00 +7.4499e-01 +8.5443e-01
79 +8.162918497e+04 +8.162918497e+04 +8.157424497e+04 +8.157424497e+04 -1.2927e+00 -2.9992e-01 -2.4053e+00 +1.5701e+00 +9.6303e-01
85 +4.561419537e+04 +4.561419537e+04 +4.555925537e+04 +4.555925537e+04 -1.2773e+00 -2.1828e-01 -2.4726e+00 +1.7498e+00 +1.0368e+00
97 +1.587365376e+04 +1.587365376e+04 +1.581871376e+04 +1.581871376e+04 -1.2389e+00 -1.5542e-02 -2.6398e+00 +2.1960e+00 +1.2201e+00
103 +1.017863614e+04 +1.017863614e+04 +1.012369614e+04 +1.012369614e+04 -1.1025e+00 +1.4447e-01 -2.7530e+00 +2.6532e+00 +1.3505e+00
109 +6.385068254e+03 +6.385068254e+03 +6.330128254e+03 +6.330128254e+03 -1.0708e+00 +1.2419e-01 -2.7307e+00 +2.6466e+00 +1.3289e+00
121 +5.727745918e+03 +5.727745918e+03 +5.672805918e+03 +5.672805918e+03 -1.0617e+00 +1.1105e-01 -2.7185e+00 +2.6317e+00 +1.3168e+00
163 +1.619179543e+03 +1.619179543e+03 +1.564239543e+03 +1.564239543e+03 -1.4397e+00 -1.2870e+00 -2.5200e+00 +2.9490e+00 +1.9299e+00
169 +9.902259742e+02 +9.902259742e+02 +9.352859742e+02 +9.352859742e+02 -1.5648e+00 -1.8108e+00 -2.4623e+00 +3.1576e+00 +2.1964e+00
175 +6.202639516e+02 +6.202639516e+02 +5.653239516e+02 +5.653239516e+02 -1.5456e+00 -1.7544e+00 -2.4774e+00 +3.1781e+00 +2.1867e+00
187 +2.495340917e+02 +2.495340917e+02 +1.945940917e+02 +1.945940917e+02 -1.4960e+00 -1.6092e+00 -2.5163e+00 +3.2309e+00 +2.1618e+00
193 +9.082868506e+01 +9.082868506e+01 +3.588868506e+01 +3.588868506e+01 -1.5666e+00 -1.8762e+00 -2.4840e+00 +3.3154e+00 +2.2905e+00
229 +6.146699281e+01 +6.146699281e+01 +6.526992814e+00 +6.526992814e+00 -1.5905e+00 -1.9470e+00 -2.4759e+00 +3.3315e+00 +2.3248e+00
355 +2.977808392e+01 +2.977808392e+01 -2.516191608e+01 -2.516191608e+01 -1.6461e+00 -1.7234e+00 -2.0966e+00 +3.3395e+00 +2.4373e+00
361 +2.501428487e+01 +2.501428487e+01 -2.992571513e+01 -2.992571513e+01 -1.6546e+00 -1.7262e+00 -2.0669e+00 +3.3450e+00 +2.4535e+00
379 +1.560709278e+01 +1.560709278e+01 -3.933290722e+01 -3.933290722e+01 -1.6898e+00 -1.7402e+00 -1.9490e+00 +3.3645e+00 +2.5180e+00
415 +8.072934913e+00 +8.072934913e+00 -4.686706509e+01 -4.686706509e+01 -1.7300e+00 -1.5967e+00 -1.6901e+00 +3.3607e+00 +2.5918e+00
421 +4.684456705e+00 +4.684456705e+00 -5.025554330e+01 -5.025554330e+01 -1.7471e+00 -1.6156e+00 -1.6443e+00 +3.3757e+00 +2.6246e+00
427 +3.442247834e+00 +3.442247834e+00 -5.149775217e+01 -5.149775217e+01 -1.7748e+00 -1.6189e+00 -1.5464e+00 +3.3963e+00 +2.6790e+00
433 +1.711029049e+00 +1.711029049e+00 -5.322897095e+01 -5.322897095e+01 -1.7871e+00 -1.5918e+00 -1.4796e+00 +3.4030e+00 +2.7047e+00
439 +1.048194946e+00 +1.048194946e+00 -5.389180505e+01 -5.389180505e+01 -1.8059e+00 -1.5512e+00 -1.3780e+00 +3.4116e+00 +2.7430e+00
445 +4.930518679e-01 +4.930518679e-01 -5.444694813e+01 -5.444694813e+01 -1.8013e+00 -1.5473e+00 -1.3913e+00 +3.4070e+00 +2.7336e+00
451 +2.496423996e-01 +2.496423996e-01 -5.469035760e+01 -5.469035760e+01 -1.7967e+00 -1.5435e+00 -1.4046e+00 +3.4024e+00 +2.7243e+00
469 +1.300753219e-01 +1.300753219e-01 -5.480992468e+01 -5.480992468e+01 -1.7966e+00 -1.5334e+00 -1.3966e+00 +3.4009e+00 +2.7244e+00
481 +6.203015164e-02 +6.203015164e-02 -5.487796985e+01 -5.487796985e+01 -1.8005e+00 -1.5233e+00 -1.3745e+00 +3.4026e+00 +2.7323e+00
493 +2.778382633e-02 +2.778382633e-02 -5.491221617e+01 -5.491221617e+01 -1.8044e+00 -1.5172e+00 -1.3553e+00 +3.4041e+00 +2.7399e+00
505 +2.279274274e-02 +2.279274274e-02 -5.491720726e+01 -5.491720726e+01 -1.8044e+00 -1.5173e+00 -1.3554e+00 +3.4039e+00 +2.7398e+00
667 +1.581444486e-02 +1.581444486e-02 -5.492418556e+01 -5.492418556e+01 -1.7891e+00 -1.5160e+00 -1.3616e+00 +3.3918e+00 +2.7584e+00
739 +8.184267654e-03 +8.184267654e-03 -5.493181573e+01 -5.493181573e+01 -1.7653e+00 -1.5154e+00 -1.3687e+00 +3.3734e+00 +2.7909e+00
751 +6.059797621e-03 +6.059797621e-03 -5.493394020e+01 -5.493394020e+01 -1.7586e+00 -1.5138e+00 -1.3690e+00 +3.3680e+00 +2.8006e+00
757 +1.230006791e-03 +1.230006791e-03 -5.493876999e+01 -5.493876999e+01 -1.7454e+00 -1.5098e+00 -1.3678e+00 +3.3573e+00 +2.8208e+00
775 +7.333142176e-04 +7.333142176e-04 -5.493926669e+01 -5.493926669e+01 -1.7311e+00 -1.5069e+00 -1.3693e+00 +3.3458e+00 +2.8411e+00
781 +2.514318631e-04 +2.514318631e-04 -5.493974857e+01 -5.493974857e+01 -1.7289e+00 -1.5073e+00 -1.3710e+00 +3.3441e+00 +2.8435e+00
787 +1.500890581e-04 +1.500890581e-04 -5.493984991e+01 -5.493984991e+01 -1.7288e+00 -1.5076e+00 -1.3715e+00 +3.3441e+00 +2.8432e+00
793 +2.698223344e-05 +2.698223344e-05 -5.493997302e+01 -5.493997302e+01 -1.7285e+00 -1.5080e+00 -1.3727e+00 +3.3440e+00 +2.8431e+00
805 +5.760913972e-06 +5.760913972e-06 -5.493999424e+01 -5.493999424e+01 -1.7268e+00 -1.5081e+00 -1.3736e+00 +3.3428e+00 +2.8449e+00
883 +2.858877671e-06 +2.858877671e-06 -5.493999714e+01 -5.493999714e+01 -1.7260e+00 -1.5080e+00 -1.3739e+00 +3.3421e+00 +2.8460e+00
889 +2.508938337e-06 +2.508938337e-06 -5.493999749e+01 -5.493999749e+01 -1.7259e+00 -1.5080e+00 -1.3739e+00 +3.3420e+00 +2.8462e+00
2989 +1.243217135e-06 +1.243217135e-06 -5.493999876e+01 -5.493999876e+01 -1.7265e+00 -1.5081e+00 -1.3737e+00 +3.3425e+00 +2.8455e+00
2995 +7.957918413e-07 +7.957918413e-07 -5.493999920e+01 -5.493999920e+01 -1.7268e+00 -1.5080e+00 -1.3735e+00 +3.3427e+00 +2.8451e+00
3001 +3.835502653e-07 +3.835502653e-07 -5.493999962e+01 -5.493999962e+01 -1.7267e+00 -1.5080e+00 -1.3735e+00 +3.3426e+00 +2.8452e+00
3007 +2.449931458e-07 +2.449931458e-07 -5.493999976e+01 -5.493999976e+01 -1.7265e+00 -1.5080e+00 -1.3735e+00 +3.3425e+00 +2.8454e+00
11533 +1.429696965e-07 +1.429696965e-07 -5.493999986e+01 -5.493999986e+01 -1.7264e+00 -1.5080e+00 -1.3736e+00 +3.3424e+00 +2.8456e+00
11557 +4.214425076e-08 +4.214425076e-08 -5.493999996e+01 -5.493999996e+01 -1.7264e+00 -1.5080e+00 -1.3736e+00 +3.3424e+00 +2.8456e+00
11577 +3.795629056e-08 +3.795629056e-08 -5.493999996e+01 -5.493999996e+01 -1.7265e+00 -1.5080e+00 -1.3736e+00 +3.3424e+00 +2.8455e+00
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.914852135e+07 +1.914852135e+07 +1.914858048e+07 +1.914858048e+07 -2.4468e+00 -3.9632e-01 -3.2165e+00 +2.8770e+00 +1.7586e+00
7 +8.029519178e+06 +8.029519178e+06 +8.029578308e+06 +8.029578308e+06 -1.9712e+00 +5.7198e-01 -2.8595e+00 +3.4247e+00 +7.5864e-01
13 +2.763214580e+06 +2.763214580e+06 +2.763273710e+06 +2.763273710e+06 -1.6847e+00 +1.1981e+00 -2.6779e+00 +3.7355e+00 +1.0883e-01
19 +7.372687055e+05 +7.372687055e+05 +7.373278355e+05 +7.373278355e+05 -1.3981e+00 +1.8243e+00 -2.4963e+00 +4.0462e+00 -5.4097e-01
