% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.432503499e+02 +2.432503499e+02 +2.263103499e+02 +2.263103499e+02 -4.9702e+00 +4.5952e-02 -3.9313e+00 -2.3315e+00 -2.2234e+00 +5.5295e-01 +1.8730e+00 -3.7421e+00 +4.6950e+00 +2.7733e-01 -9.9965e-01 +2.9340e+00 -2.2486e+00 -2.9990e+00 +4.4867e+00 -3.3010e+00 -2.5983e+00 +1.0500e+00 -2.9754e+00 -1.5557e+00
169 +1.581057417e+02 +1.581057417e+02 +1.411657417e+02 +1.411657417e+02 -4.9863e+00 -1.7868e-01 -4.0951e+00 -2.3133e+00 -2.1071e+00 +3.7073e-01 +1.9980e+00 -3.6898e+00 +4.6769e+00 +3.2527e-01 -8.4688e-01 +3.0953e+00 -2.3414e+00 -3.0401e+00 +4.3217e+00 -3.1853e+00 -2.7070e+00 +1.0234e+00 -3.0235e+00 -1.4980e+00
3067 +9.654806384e+01 +9.654806384e+01 +7.960806384e+01 +7.960806384e+01 +2.2111e-01 +5.8970e+00 -2.5722e+00 -1.0434e+00 +4.2848e+00 -2.0979e+00 -1.2127e+00 -1.8784e+00 -5.7748e-01 -6.8285e-01 +6.0751e-01 -3.3572e+00 +1.8657e+00 -3.1055e+00 -2.6385e+00 +5.9632e-01 +6.6336e+00 +1.7192e+00 +1.6935e+00 +2.2341e+00
3403 +6.221608607e+01 +6.221608607e+01 +4.527608607e+01 +4.527608607e+01 +8.4538e-03 +4.2906e+00 -2.4520e+00 -4.8161e-01 +4.3693e+00 -1.9780e+00 -1.7045e+00 -1.9858e+00 -2.8807e-01 -1.5413e+00 +1.5672e+00 -3.6671e+00 +2.4963e+00 -3.5342e+00 -2.3837e+00 +1.0005e+00 +4.4929e+00 +1.2698e+00 +9.9382e-01 +2.1401e+00
4894 +3.978352641e+01 +3.978352641e+01 +2.284352641e+01 +2.284352641e+01 +1.6342e-01 +3.7545e+00 -1.9536e+00 -5.6815e-03 +3.8591e+00 -1.1174e+00 -1.9501e+00 -2.7171e+00 +2.2895e-02 -1.6526e+00 +9.6457e-01 -3.5121e+00 +2.3882e+00 -3.6596e+00 -1.8701e+00 +1.0941e+00 +4.5395e+00 +8.5948e-01 +1.3777e+00 +1.4503e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.271632013e+02 +1.271632013e+02 +1.459732013e+02 +1.459732013e+02 +4.1544e+00 -2.7494e+00 +2.7458e+00 -1.4283e+00 +3.0825e+00 +4.4759e+00 +2.2717e+00 +1.6138e+00 -2.4779e+00 -2.2636e+00 -3.1629e+00 +3.4984e+00 -2.6272e+00 +3.6209e+00 +1.3495e-01 +1.1781e+00 -3.3512e-01 +2.1757e-01 -4.5748e+00 +8.0038e-01
22 +7.140351842e+01 +7.140351842e+01 +9.021351842e+01 +9.021351842e+01 +3.6878e+00 -3.6585e+00 +2.9094e+00 -1.0273e+00 +3.2049e+00 +3.9429e+00 +2.2132e+00 +1.8639e+00 -2.4117e+00 -1.2636e+00 -3.1899e+00 +2.8311e+00 -2.7675e+00 +3.6940e+00 +4.4575e-01 +2.7560e-01 -3.5249e-01 +7.8501e-01 -4.7062e+00 +8.2564e-01
253 +6.249270821e+01 +6.249270821e+01 +8.130270821e+01 +8.130270821e+01 +3.7291e+00 -3.6977e+00 +2.9492e+00 -9.9025e-01 +3.2148e+00 +3.9226e+00 +2.1960e+00 +1.8674e+00 -2.4059e+00 -1.2504e+00 -3.2160e+00 +2.8225e+00 -2.8081e+00 +3.7120e+00 +4.6591e-01 +2.5404e-01 -3.2343e-01 +8.3975e-01 -4.7793e+00 +8.2841e-01
778 +3.978215634e+01 +3.978215634e+01 +5.859215634e+01 +5.859215634e+01 +3.8869e+00 -3.4604e+00 +3.6148e+00 -1.0195e+00 +3.1562e+00 +4.1220e+00 +2.1020e+00 +2.0059e+00 -2.6862e+00 -1.4466e+00 -2.9849e+00 +2.9422e+00 -3.0521e+00 +3.3756e+00 +7.8565e-01 -4.2211e-01 -4.3994e-01 +1.1965e+00 -4.8900e+00 +8.4774e-01
