% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.474477946e+01 +6.474477946e+01 -3.780522054e+01 -3.780522054e+01 -2.8857e+00 -4.1026e+00 +1.5886e+00 -1.2810e+00 -4.1566e+00 +2.2833e+00 -2.6366e+00 -4.6343e-03 +4.2914e+00 -4.2541e+00 +9.6310e-01 -1.6472e+00 +3.1885e+00 +4.8137e+00 -4.0709e+00 +2.3062e+00 +2.2813e+00 +4.6625e+00 +1.9954e+00 -9.2755e-01
64 +6.059005742e+01 +6.059005742e+01 -4.195994258e+01 -4.195994258e+01 -2.8403e+00 -4.1997e+00 +1.5219e+00 -1.3696e+00 -4.1107e+00 +2.2716e+00 -2.5893e+00 -2.0475e-02 +4.2124e+00 -4.1514e+00 +9.9750e-01 -1.7469e+00 +3.1460e+00 +4.8009e+00 -4.1407e+00 +2.1689e+00 +2.4795e+00 +4.7029e+00 +1.8296e+00 -9.6447e-01
6532 +3.978784669e+01 +3.978784669e+01 -6.276215331e+01 -6.276215331e+01 +3.9187e+00 -2.9656e+00 +4.0983e+00 +4.0517e+00 -3.1252e-03 +4.0523e+00 +4.9192e+00 +8.5484e-01 +3.9675e+00 +1.2321e+00 -3.3400e+00 -8.4603e-01 +7.4843e-01 -7.0969e-01 -2.9957e+00 -3.1159e+00 -3.0888e+00 +1.8631e+00 -2.1910e+00 +1.7789e+00
16024 +2.493857752e+01 +2.493857752e+01 -7.761142248e+01 -7.761142248e+01 -2.3384e+00 +1.3244e-01 +1.5498e+00 -2.1419e-01 -2.7239e+00 -4.3856e+00 +2.3588e+00 +4.0254e+00 +4.5480e+00 +2.0029e-01 +1.0399e+00 +1.3917e+00 +1.3615e+00 -2.3002e+00 -4.2424e-01 -3.0933e+00 +3.1221e+00 +2.5701e+00 -4.7835e+00 -1.9392e-01
151810 +1.583073766e+01 +1.583073766e+01 -8.671926234e+01 -8.671926234e+01 -2.6811e-01 +1.5958e+00 -1.5418e+00 -5.6678e-01 -2.4134e+00 +1.7801e+00 +7.2773e-01 -4.9161e-02 +1.1691e+00 +3.2598e+00 -1.9252e+00 +3.0234e+00 +2.5694e+00 -2.0894e+00 -2.0490e+00 -2.2716e+00 -1.9021e+00 -4.3860e+00 +3.2020e+00 -2.1127e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.770625671e+01 +8.770625671e+01 +1.593962567e+02 +1.593962567e+02 -4.6993e+00 -3.7347e+00 -2.2991e+00 +6.9108e-01 -2.0953e+00 -1.8868e+00 +3.9951e+00 -4.5058e+00 +4.4488e+00 -4.5305e+00 -1.1071e+00 -4.7487e+00 +3.1664e+00 +1.7111e+00 +1.8055e+00 +3.0661e+00 +3.9549e-01 +3.1044e+00 -4.2990e+00 -4.0717e+00
3109 +6.292416891e+01 +6.292416891e+01 +1.346141689e+02 +1.346141689e+02 +4.1582e+00 +1.8678e+00 -1.6553e+00 +1.2547e+00 +1.1970e+00 -4.9978e-01 -3.3846e+00 +8.6542e-01 -1.9838e+00 -3.7185e+00 -2.0631e+00 +4.1574e+00 -3.6964e+00 +2.5343e+00 -1.7388e+00 -3.7151e+00 +3.9032e+00 +7.4117e-01 -3.6261e+00 -3.6409e+00
5251 +3.262624560e+01 +3.262624560e+01 +1.043162456e+02 +1.043162456e+02 +2.3219e+00 +4.3101e+00 -2.0162e+00 -3.1003e+00 +4.8868e+00 -4.2939e-01 -2.4641e+00 +2.9591e+00 -4.1388e-01 -2.0776e+00 -6.1902e-01 -1.3661e+00 -1.6520e+00 -6.6448e-02 +1.8174e+00 +1.1658e+00 -4.5154e-01 -4.0740e+00 +9.1102e-01 -1.1341e+00
16549 +2.396931772e+01 +2.396931772e+01 +9.565931772e+01 +9.565931772e+01 -2.8849e-01 -3.0153e-01 +1.8415e+00 +3.4928e+00 +4.5183e+00 +3.7480e+00 -2.0204e+00 -3.2650e+00 -2.5765e+00 -2.6828e+00 +3.0753e+00 -2.3048e+00 +3.8512e-01 +2.3374e+00 +1.1014e+00 +3.6252e-01 +1.8094e+00 +3.3897e+00 +3.4340e-01 +2.6521e+00
65626 +1.562887483e+01 +1.562887483e+01 +8.731887483e+01 +8.731887483e+01 -1.2147e+00 -1.6992e+00 -4.8860e+00 -2.8308e+00 +1.1872e+00 -2.8569e+00 +1.1346e+00 -1.6695e-01 -3.2801e+00 +2.8825e+00 +3.6741e+00 +2.6219e+00 +4.1746e+00 +4.1541e+00 -2.9477e+00 -2.5060e+00 +5.8423e-01 -8.3441e-01 -7.8995e-01 -1.4741e-01
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.457747593e+01 +4.457747593e+01 +2.585874759e+02 +2.585874759e+02 -1.9836e+00 -6.2449e-03 +2.7533e+00 +3.8769e+00 +1.7275e+00 +1.3617e+00 -1.9404e+00 -6.5130e-01 -3.2087e+00 +7.5469e-01 +1.2333e+00 +2.7796e+00 -2.8463e+00 +1.9960e+00 +4.9747e+00 -1.7023e+00 -4.9345e+00 +2.4194e+00 -1.4392e+00 +2.7041e+00
22 +2.830095933e+01 +2.830095933e+01 +2.423109593e+02 +2.423109593e+02 -1.7910e+00 +2.0251e-01 +2.6115e+00 +3.1620e+00 +1.2676e+00 +1.4193e+00 -1.6266e+00 -7.0674e-01 -3.1165e+00 +5.7936e-01 +1.5057e+00 +2.5789e+00 -2.3947e+00 +1.7585e+00 +4.3118e+00 -1.6964e+00 -3.9345e+00 +3.3830e+00 -1.0006e+00 +2.0805e+00
36919 +2.304789541e+01 +2.304789541e+01 +2.370578954e+02 +2.370578954e+02 -1.9439e+00 -2.6225e+00 +1.3746e+00 +4.0586e+00 -1.9268e+00 +9.2238e-01 +1.4544e+00 -1.6757e+00 +2.8537e+00 -1.9637e+00 -1.7126e+00 -2.9029e+00 -2.7421e+00 -1.7274e+00 -4.1393e+00 +2.5164e+00 -1.9456e+00 -1.7751e+00 -1.0969e+00 -7.2822e-01
55777 +1.582854854e+01 +1.582854854e+01 +2.298385485e+02 +2.298385485e+02 -2.7004e+00 -2.4505e+00 +1.3652e+00 -1.5977e+00 -2.2493e+00 +4.1570e+00 +1.6685e+00 -1.7753e-01 -2.1722e+00 -2.8858e-01 -1.2478e+00 -4.0529e+00 -2.7055e+00 +2.4373e+00 -3.0838e-01 -3.1132e+00 +1.4796e+00 -1.2069e+00 +1.4603e+00 -3.7409e-01
% function evaluation | noise-free fitness - Fopt (-5.848000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
