% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.314238483e+05 +4.314238483e+05 +4.315001183e+05 +4.315001183e+05 +4.6977e+00 -4.3472e+00 -1.6193e+00 +1.6415e+00 +3.7567e+00
7 +3.131056230e+05 +3.131056230e+05 +3.131818930e+05 +3.131818930e+05 +4.5679e+00 -5.3472e+00 -1.2446e+00 +1.1156e+00 +3.6697e+00
13 +2.290434980e+04 +2.290434980e+04 +2.298061980e+04 +2.298061980e+04 +4.6169e+00 -4.9695e+00 -1.3862e+00 +1.3143e+00 +3.7026e+00
25 +8.773664702e+01 +8.773664702e+01 +1.640066470e+02 +1.640066470e+02 +4.6318e+00 -4.8545e+00 -1.4292e+00 +1.3747e+00 +3.7126e+00
97 +5.983040054e+01 +5.983040054e+01 +1.361004005e+02 +1.361004005e+02 +4.3897e+00 -4.7896e+00 -1.4476e+00 +1.3326e+00 +3.5554e+00
109 +3.334038517e+01 +3.334038517e+01 +1.096103852e+02 +1.096103852e+02 +8.8489e-01 -3.8995e+00 -1.6945e+00 +6.9784e-01 +1.2804e+00
115 +1.835967879e+01 +1.835967879e+01 +9.462967879e+01 +9.462967879e+01 -4.5160e-01 -3.5583e+00 -1.7894e+00 +4.5671e-01 +4.1282e-01
121 +7.382896444e+00 +7.382896444e+00 +8.365289644e+01 +8.365289644e+01 -1.7707e+00 -3.2177e+00 -1.8845e+00 +2.2067e-01 -4.4340e-01
127 +3.290626580e+00 +3.290626580e+00 +7.956062658e+01 +7.956062658e+01 -1.4026e+00 -3.3134e+00 -1.8577e+00 +2.8622e-01 -2.0449e-01
313 +2.301834719e+00 +2.301834719e+00 +7.857183472e+01 +7.857183472e+01 -1.6897e+00 -3.1752e+00 -1.8004e+00 +2.0840e-01 -6.5063e-01
325 +1.209441015e+00 +1.209441015e+00 +7.747944102e+01 +7.747944102e+01 -1.1942e+00 -3.1876e+00 -1.6305e+00 +2.5293e-01 -7.8077e-01
331 +5.097109357e-01 +5.097109357e-01 +7.677971094e+01 +7.677971094e+01 -7.3601e-01 -3.1224e+00 -1.3828e+00 +2.6392e-01 -1.2053e+00
343 +3.066000806e-01 +3.066000806e-01 +7.657660008e+01 +7.657660008e+01 -6.8017e-01 -3.0935e+00 -1.3272e+00 +2.5671e-01 -1.3416e+00
349 +2.430174637e-01 +2.430174637e-01 +7.651301746e+01 +7.651301746e+01 -6.8161e-01 -3.0572e+00 -1.2845e+00 +2.4213e-01 -1.4861e+00
2167 +9.140811272e-02 +9.140811272e-02 +7.636140811e+01 +7.636140811e+01 -9.0527e-01 -3.2027e+00 -1.3217e+00 +5.5144e-01 -1.5080e+00
2221 +6.208800184e-02 +6.208800184e-02 +7.633208800e+01 +7.633208800e+01 -9.1996e-01 -3.1705e+00 -1.2679e+00 +5.3213e-01 -1.5089e+00
4213 +4.412894270e-03 +4.412894270e-03 +7.627441289e+01 +7.627441289e+01 -9.4452e-01 -3.1239e+00 -1.2302e+00 +5.2000e-01 -1.7725e+00
4219 +3.024729604e-03 +3.024729604e-03 +7.627302473e+01 +7.627302473e+01 -9.4382e-01 -3.1216e+00 -1.2161e+00 +5.2366e-01 -1.7615e+00
5353 +1.009902997e-03 +1.009902997e-03 +7.627100990e+01 +7.627100990e+01 -9.2729e-01 -3.1402e+00 -1.2481e+00 +5.2924e-01 -1.7438e+00
5359 +6.875860514e-04 +6.875860514e-04 +7.627068759e+01 +7.627068759e+01 -9.2813e-01 -3.1384e+00 -1.2340e+00 +5.3708e-01 -1.7506e+00
5371 +5.993966234e-04 +5.993966234e-04 +7.627059940e+01 +7.627059940e+01 -9.3316e-01 -3.1387e+00 -1.2376e+00 +5.3731e-01 -1.7562e+00
9505 +3.809199185e-04 +3.809199185e-04 +7.627038092e+01 +7.627038092e+01 -9.3813e-01 -3.1433e+00 -1.2254e+00 +5.5520e-01 -1.7506e+00
10993 +8.417106542e-05 +8.417106542e-05 +7.627008417e+01 +7.627008417e+01 -9.3676e-01 -3.1470e+00 -1.2364e+00 +5.5436e-01 -1.7527e+00
10999 +4.037072185e-05 +4.037072185e-05 +7.627004037e+01 +7.627004037e+01 -9.3697e-01 -3.1481e+00 -1.2387e+00 +5.5446e-01 -1.7508e+00
11017 +3.169508163e-05 +3.169508163e-05 +7.627003170e+01 +7.627003170e+01 -9.3715e-01 -3.1487e+00 -1.2402e+00 +5.5453e-01 -1.7498e+00
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.580760263e+06 +5.580760263e+06 +5.580737713e+06 +5.580737713e+06 +4.7426e+00 +4.0866e+00 -3.2459e-01 -3.8115e+00 -1.8255e+00
7 +5.223376810e+05 +5.223376810e+05 +5.223151310e+05 +5.223151310e+05 +3.7426e+00 +4.0196e+00 -9.4993e-01 -4.0699e+00 -1.0011e+00
25 +3.804910575e+03 +3.804910575e+03 +3.782360575e+03 +3.782360575e+03 +3.1655e+00 +3.9810e+00 -1.3108e+00 -4.2189e+00 -5.2537e-01
31 +1.087518330e+03 +1.087518330e+03 +1.064968330e+03 +1.064968330e+03 +3.2353e+00 +3.9857e+00 -1.2671e+00 -4.2009e+00 -5.8290e-01
37 +6.398777317e+01 +6.398777317e+01 +4.143777317e+01 +4.143777317e+01 +3.2064e+00 +3.9837e+00 -1.2852e+00 -4.2084e+00 -5.5905e-01
43 +2.623641699e+01 +2.623641699e+01 +3.686416985e+00 +3.686416985e+00 +3.2098e+00 +3.9840e+00 -1.2831e+00 -4.2075e+00 -5.6183e-01
49 +2.503245409e+01 +2.503245409e+01 +2.482454087e+00 +2.482454087e+00 +3.2117e+00 +3.9841e+00 -1.2819e+00 -4.2070e+00 -5.6341e-01
