% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-9.210000000000e+000) | measured fitness | best measured fitness | x1 | x2...
1 0 +9.924329725e+001 +9.924329725e+001 +9.003329725e+001 +9.003329725e+001 -1.1987e+000 -4.0786e-001 -2.5943e+000
2 0 +7.071408395e+001 +7.071408395e+001 +6.150408395e+001 +6.150408395e+001 -1.8985e-001 -2.7703e-002 +3.7476e-002
5 0 +6.785974635e+001 +6.785974635e+001 +5.864974635e+001 +5.864974635e+001 +9.7546e-001 -1.0374e+000 +5.2568e-001
9 0 +6.493016045e+001 +6.493016045e+001 +5.572016045e+001 +5.572016045e+001 -3.6228e-001 -1.1957e+000 +1.0025e+000
13 0 +5.882450110e+001 +5.882450110e+001 +4.961450110e+001 +4.961450110e+001 +1.3576e+000 -7.8281e-001 +1.3105e+000
18 0 +5.624620848e+001 +5.624620848e+001 +4.703620848e+001 +4.703620848e+001 +5.3014e-001 -7.7048e-001 +1.6472e+000
27 0 +5.360221572e+001 +5.360221572e+001 +4.439221572e+001 +4.439221572e+001 +1.5662e-001 +1.6686e-002 +1.7000e+000
37 0 +4.892598401e+001 +4.892598401e+001 +3.971598401e+001 +3.971598401e+001 -7.8524e-001 -4.9317e-003 +2.2686e+000
86 0 +4.288705735e+001 +4.288705735e+001 +3.367705735e+001 +3.367705735e+001 +8.1610e-001 +1.7326e+000 +2.1629e+000
101 0 +4.159219017e+001 +4.159219017e+001 +3.238219017e+001 +3.238219017e+001 +4.4252e-001 +3.6300e+000 +1.7298e+000
103 0 +3.655177201e+001 +3.655177201e+001 +2.734177201e+001 +2.734177201e+001 +2.5345e-001 +4.4134e+000 +2.0050e+000
127 0 +2.124497883e+001 +2.124497883e+001 +1.203497883e+001 +1.203497883e+001 -3.0453e+000 +8.2589e-001 +5.6194e+000
130 0 +2.032780299e+001 +2.032780299e+001 +1.111780299e+001 +1.111780299e+001 +2.6821e+000 +2.1792e+000 +4.0910e+000
222 0 +1.208762308e+001 +1.208762308e+001 +2.877623080e+000 +2.877623080e+000 +1.8937e+000 +2.1599e+000 +6.6859e+000
245 0 +7.505183782e+000 +7.505183782e+000 -1.704816218e+000 -1.704816218e+000 +1.1650e-001 +4.1710e+000 +6.0127e+000
251 0 +3.993263199e+000 +3.993263199e+000 -5.216736801e+000 -5.216736801e+000 +1.0067e+000 +5.0741e+000 +6.5491e+000
283 0 +2.589651315e+000 +2.589651315e+000 -6.620348685e+000 -6.620348685e+000 +5.1546e+000 +4.1811e+000 +7.1633e+000
302 0 +4.106471938e-001 +4.106471938e-001 -8.799352806e+000 -8.799352806e+000 +4.5894e+000 +5.2720e+000 +8.7868e+000
315 0 +2.908910157e-001 +2.908910157e-001 -8.919108984e+000 -8.919108984e+000 +7.9476e+000 +4.9080e+000 +8.7643e+000
321 0 +0.000000000e+000 +0.000000000e+000 -9.210000000e+000 -9.210000000e+000 +7.0090e+000 +9.1601e+000 +8.8577e+000
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (6.559900000000e+002) | measured fitness | best measured fitness | x1 | x2...
1 0 +5.186191764e+001 +5.186191764e+001 +7.078519176e+002 +7.078519176e+002 +5.9197e-001 -1.2676e+000 -1.4349e+000
34 0 +5.159349399e+001 +5.159349399e+001 +7.075834940e+002 +7.075834940e+002 -3.1487e-001 +4.1525e-001 -2.0846e+000
49 0 +4.396567172e+001 +4.396567172e+001 +6.999556717e+002 +6.999556717e+002 +1.3365e-001 -1.7036e+000 -2.1325e+000
